PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Chen, Y; Fu, XD; Yue, K; Liu, L; Liu, LJ		Song, SX; Tong, Y		Chen, Ying; Fu, Xiao-dong; Yue, Kun; Liu, Li; Liu, Li-Jun			Ranking Online Services by Aggregating Ordinal Preferences	WEB-AGE INFORMATION MANAGEMENT	Lecture Notes in Computer Science		English	Proceedings Paper	17th International Conference on Web-Age Information Management (WAIM)	JUN 03-05, 2016	Nanchang, PEOPLES R CHINA			Online services ranking; Ordinal preference; Inconsistent rating criteria; Manipulation	SYSTEMS	With the increase of the number of online services, it is more and more difficult for customers to make the decision on service selection. Services ranking mechanism is an important service for e-commerce that facilitates consumers' decision-making process. Traditional services ranking methods ignore the fact that customers cannot rate services under the same criteria, which leads to the ratings are actually incomparable. In this paper, we propose to exploit the ordinal preferences rather than cardinal ratings to rank online services. Ordinal preferences are elicited from filled ratings so that the intensity of ratings is ignored. We construct a directed graph to depict the set of pairwise preferences between services. Then, the strongest paths of the directed graph are identified and the evaluation values of services are calculated based on the strongest paths. We prove our method satisfies some important conditions that a reasonable services ranking method should satisfy. Experiments using real data of movie ratings demonstrate that the proposed method is advantageous over previous methods, and so the proposed method can rank services effectively even the ratings are given by customers with inconsistent criteria. In addition, the experiments also verify that it is more difficult to manipulate the ranking result of our method than existing methods.	[Chen, Ying; Fu, Xiao-dong; Liu, Li; Liu, Li-Jun] Kunming Univ Sci & Technol, Kunming, Yunnan, Peoples R China; [Fu, Xiao-dong; Liu, Li; Liu, Li-Jun] Yunnan Prov Key Lab Comp Applicat, Kunming, Yunnan, Peoples R China; [Yue, Kun] Yunnan Univ, Kunming, Yunnan, Peoples R China	Fu, XD (reprint author), Kunming Univ Sci & Technol, Kunming, Yunnan, Peoples R China.; Fu, XD (reprint author), Yunnan Prov Key Lab Comp Applicat, Kunming, Yunnan, Peoples R China.	578922532@qq.com; xiaodong_fu@hotmail.com; kyue@ync.edu.cn						15	0	0	0	0	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-47121-1; 978-3-319-47120-4	LECT NOTES COMPUT SC			2016	9998						41	53		10.1007/978-3-319-47121-1_4			13	Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BG5SP	WOS:000389726800004					2019-12-05	
B	Fu, XD; Liu, L; Liu, LJ; Yue, K		ReiffMarganiec, S		Fu, Xiaodong; Liu, Li; Liu, Lijun; Yue, Kun			Aggregating Ordinal User Preferences for Effective Reputation Computation of Online Services	2016 IEEE International Conference on Web Services (ICWS)			English	Proceedings Paper	IEEE 23rd International Conference on Web Services (ICWS)	JUN 27-JUL 02, 2016	San Francisco, CA	IEEE, IEEE Comp Soc, Serv Soc, IBM Res, SAP, HP, Huawei, Object Management Grp, Big Data, IBM, Int Journal Business Proc Integrat & Management, IT Profess, Int Journal Web Serv Res, Comp Now, IEEE Transact Serv Comp, Cloud Comp, Serv Comp, Ericsson, IEEE Cloud Comp		Online services; Reputation; Ordinal preferences; Distance metric; Genetic algorithm	INTEGER; SYSTEMS	Reputation systems have become an important means to help users build trust, reduce information asymmetry and filter information in the context of online services provision. Different users cannot rate services under the same criteria due to the scale and dynamism of these systems. Thus, aggregating cardinal ratings into reputation will potentially lead to unreliable and misleading result, which makes reputation systems necessarily consider the impossibility of interpersonal utility comparisons. In this paper, we exploit the ordinal user preferences between services to compute reputation of services. A distance metric is defined to measure the discrepancy between two rating vectors and the reputation computation problem was formalized as an optimization problem. Then, genetic algorithm is used to solve the optimization problem to find a reputation vector that minimizes the total number of disagreements with the rating matrix. We conduct a comprehensive experimental study and performance analysis to evaluate the effectiveness and efficiency of the proposed method.	[Fu, Xiaodong; Liu, Li; Liu, Lijun] Kunning Univ Sci & Technol, Fac Informat Engn & Automat, Kunming, Peoples R China; [Yue, Kun] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Fu, XD (reprint author), Kunning Univ Sci & Technol, Fac Informat Engn & Automat, Kunming, Peoples R China.	xiaodong_fu@hotmail.com; kyue@ynu.edu.cn						28	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-2675-3				2016							554	561		10.1109/ICWS.2016.77			8	Computer Science, Interdisciplinary Applications; Engineering, Multidisciplinary	Computer Science; Engineering	BG5FZ	WOS:000389471700070					2019-12-05	
S	Zhao, YL; Xu, D		ElRhalibi, A; Tian, F; Pan, Z; Liu, B		Zhao, Yili; Xu, Dan			Monet-Style Images Generation Using Recurrent Neural Networks	E-Learning and Games	Lecture Notes in Computer Science		English	Proceedings Paper	10th International Conference on E-Learning and Games (Edutainment)	APR 14-16, 2016	Hangzhou Normal Univ, Hangzhou, PEOPLES R CHINA		Hangzhou Normal Univ	Recurrent neural network; Style transfer; Long short term memory; Non-photorealistic rendering		An automatic Monet-style images generation method using long short term memory recurrent neural network is proposed in this paper. The method shows that long short term memory recurrent neural network can learn the structure and characteristics of Monet's paintings properly by demonstrating its ability to generate impressionism-style images. With Monet's paintings as input, similar style of images can be constructed using the proposed method iteratively. The experiment results indicate that the trained recurrent neural networks were able to generate Monet-style images with a small amount of training data.	[Zhao, Yili; Xu, Dan] Yunnan Univ, Sch Informat, Kunming 650091, Yunnan, Peoples R China; [Zhao, Yili] Souwest Forestry Univ, Sch Comp & Informat, Kunming 650224, Yunnan, Peoples R China	Zhao, YL (reprint author), Yunnan Univ, Sch Informat, Kunming 650091, Yunnan, Peoples R China.; Zhao, YL (reprint author), Souwest Forestry Univ, Sch Comp & Informat, Kunming 650224, Yunnan, Peoples R China.	ylzhao@vip.sina.com; danxu@ynu.edu.cn						13	0	0	0	0	SPRINGER INT PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743		978-3-319-40259-8; 978-3-319-40258-1	LECT NOTES COMPUT SC			2016	9654						205	211		10.1007/978-3-319-40259-8_18			7	Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods	Computer Science	BG5FN	WOS:000389463100018					2019-12-05	
S	Li, J; Xu, D		ElRhalibi, A; Tian, F; Pan, Z; Liu, B		Li, Jie; Xu, Dan			Image Stylization for Yunnan Out-of-Print Woodcut Through Virtual Carving and Printing	E-Learning and Games	Lecture Notes in Computer Science		English	Proceedings Paper	10th International Conference on E-Learning and Games (Edutainment)	APR 14-16, 2016	Hangzhou Normal Univ, Hangzhou, PEOPLES R CHINA		Hangzhou Normal Univ	Yunnan out-of-print woodcut; Virtual carving; Virtual printing; Stylization		Woodcut printing is a special art combining carving and printing skills. The difference of Yunnan Out-of-Print woodcut printing from ordinary printing is that carving alternates with printing in cycles to produce multi-color printings, and all colors are printed just out of one block which is recarved for each color. This is a complex process and requires high technical skills. We propose an image stylization method for Yunnan out-of-print woodcut through virtual carving and printing. First, image segmentation is applied to isolate areas for carving. In each segmented region, scores collected from real woodcut are placed to simulate the carving process. We introduce an algorithm to automate the placement according to the image feature. In the printing process, we mainly focus on the simulation of the mixture of oil paint and the special effect of random color blending in Yunnan out-of-print woodcut.	[Li, Jie; Xu, Dan] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China	Xu, D (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Peoples R China.	danxu@ynu.edu.cn						12	0	0	0	1	SPRINGER INT PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743		978-3-319-40259-8; 978-3-319-40258-1	LECT NOTES COMPUT SC			2016	9654						212	223		10.1007/978-3-319-40259-8_19			12	Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods	Computer Science	BG5FN	WOS:000389463100019					2019-12-05	
S	Ye, QW; Zhang, Q; Yang, NG; Luo, YM		Yarlagadda, P		Ye, Qiongwei; Zhang, Qian; Yang, Nangai; Luo, Yumei			A Study of the Electronic Social Commerce Model as Based on Campus Witkey Networks	PROCEEDINGS OF THE 2016 3RD INTERNATIONAL CONFERENCE ON MECHATRONICS AND INFORMATION TECHNOLOGY (ICMIT)	ACSR-Advances in Comptuer Science Research		English	Proceedings Paper	3rd International Conference on Mechatronics and Information Technology (ICMIT)	APR 09-10, 2016	Shenzhen, PEOPLES R CHINA			social commerce; campus Witkey; Spring MVC; Hibernate; Freemarker		Thanks to the popularity of internet plus and the rapid development of social networks, the Witkey model has become an important element of the electronic social commerce that meets the multi-level and multi-dimensional needs of people by a full integration of the O2O model and the SoLoMo model. Through its social service, the Witkey model meets the transactional demands of suppliers and demanders for knowledge, original ideas, and personalized items. However, Witkey generally serves the ordinary customer and is not strong in supporting specific user segments. Campus Witkey networks, on the other hand, are customized online platforms specifically designed for enrolled college students. It is a typical application of the O2O operational model. This thesis constitutes an exposition of the operational and technical model of campus Witkey networks from the theoretical and technological perspective of social commerce. It is also a theoretical extension of the social commerce theory and the strengthening of the important role of social networks in meeting individual needs of people. In this thesis, Spring MVC and Hibernate JavaEE are utilized to construct the platform.	[Ye, Qiongwei] Tsinghua Univ, Beijing 100081, Peoples R China; [Ye, Qiongwei; Yang, Nangai] Yunnan Univ Finance & Econ, Sch Business, 237 Longquan Rd, Kunming 650221, Yunnan, Peoples R China; [Zhang, Qian] Shanghai Univ Finance & Econ, Int Business Adm Sch, Shanghai, Peoples R China; [Luo, Yumei] Yunnan Univ, Kunming 650091, Yunnan, Peoples R China	Ye, QW (reprint author), Tsinghua Univ, Beijing 100081, Peoples R China.; Ye, QW (reprint author), Yunnan Univ Finance & Econ, Sch Business, 237 Longquan Rd, Kunming 650221, Yunnan, Peoples R China.	yeqiongwei@163.com						19	0	0	1	8	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-538X		978-94-6252-184-1	ACSR ADV COMPUT			2016	49						869	880					12	Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Engineering, Mechanical	Computer Science; Engineering	BG5CL	WOS:000389360700158					2019-12-05	
S	Zhou, LJ; Chen, EJ; Chen, SN; Zhang, YG		Wang, H; Zhou, S; Wang, Z		Zhou, Lijuan; Chen, Erjuan; Chen, Shanna; Zhang, Yougang			Difference of auxin transport inhibitor treatment on several development processes between Arabidopsis and Nicotiana seedlings	PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON CIVIL, STRUCTURE AND ENVIRONMENTAL ENGINEERING	AER-Advances in Engineering Research		English	Proceedings Paper	International conference on Civil, Structure, Environmental Engineering (I3CSEE)	MAR 12-13, 2016	Guangzhou, PEOPLES R CHINA			auxin transport inhibitor; Arabidopsis; Nicotiana; development	CELL EXPANSION; DIVISION; SURFACE	Auxin transport and signaling enforce stomatal patterning as well as the size of their stem cell compartment in Arabidopsis. But it remains unknown whether this regulation is also existed in other species. We use Nicotiana as an example to analysis the function of auxin transport inhibitor NAP and BFA on its stomatal developement on the epidermis of cotyledon taking Arabidopsis as control. Here we report that there is an inter-specific difference between Nicotiana and Arabidopsis under exogerous auxin inhibitors (NPA and BFA) treatment in stomatal development. No stomatal development defect can be detected in Nicotiana treated with NPA and BFA under the same concentration which can induce patterning and morphogenesis abnormality of stoma in Arabidopsis.	[Zhou, Lijuan; Chen, Erjuan; Chen, Shanna] Yunnan Univ, Sch Life Sci, Kunming, Yunnan Province, Peoples R China; [Zhang, Yougang] Yunnan Normal Univ, Sch Energy & Environm Sci, Kunming, Yunnan Province, Peoples R China	Zhang, YG (reprint author), Yunnan Normal Univ, Sch Energy & Environm Sci, Kunming, Yunnan Province, Peoples R China.							14	0	0	1	3	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-5401		978-94-6252-180-3	AER ADV ENG RES			2016	65						123	126					4	Engineering, Environmental; Engineering, Civil; Engineering, Mechanical	Engineering	BG4XJ	WOS:000389238400024					2019-12-05	
S	Lyu, DJ; Shi, XL; Wang, X; Dong, Y; Wang, YM; Qing, ZY; Liu, HF		Yue, XG; Cao, Y; Habib, MM; Boddhu, SK		Lyu Danju; Shi Xinling; Wang Xia; Dong Yi; Wang Yueming; Qing Zhiyi; Liu Huangfei			Study on Dynamic and Non-destructive Ultrasonic Echo Detection Method of Plant Stem Water Content	Proceedings of the 2016 International Conference on Engineering and Technology Innovations	AER-Advances in Engineering Research		English	Proceedings Paper	International Conference on Engineering and Technology Innovations (ICETI)	MAR 26-27, 2016	Wuhan, PEOPLES R CHINA	Int Engn & Technol Inst, HuBei ZhongKe Geol & Environm Technol Serv Ctr, Natl Chin Yi Univ Technol, Coll Humanities & Creativ, Jilin Inst Chem Technol, Coll Econ & Management, Wuhan One Cheery Culture & Media Ltd, Labii, CNKI, Wuhan IDGX Co, Yunnan High Tao Sci & Technol Co		stem water content; ultrasonic pulse echo detection; dynamic detection	TREES	Stem water content is an important index of plant water balance. A new method based on changes in ultrasonic properties of stem was used to monitor stem water content in this paper, because the propagation of ultrasonic pulse echo signal and its attenuation characteristics in the material are closely related to the structure of the material. Ultrasound propagation echo signal was measured with an ultrasonic emission analysis system in the plant stem. The study showed that the increase of stem water content in the Populus simonii stem could cause the average amplitude, the root mean square (RMS) and the peak of value of the ultrasonic echo signal decreased obviously. The analysis of ultrasonic properties provides a new method for the detection of stem water content of trees and may be used to monitor plant water balance.	[Lyu Danju; Shi Xinling; Wang Xia; Dong Yi; Wang Yueming] Yunnan Univ, Informat Sch, Kunming 650091, Yunnan, Peoples R China; [Lyu Danju; Qing Zhiyi; Liu Huangfei] Southwest Forestry Univ Kunming, Sch Comp & Informat, Kunming 650224, Yunnan, Peoples R China	Shi, XL (reprint author), Yunnan Univ, Informat Sch, Kunming 650091, Yunnan, Peoples R China.	xlshi@ynu.edu.cn	Yue, Xiao-Guang/J-7532-2015					9	0	0	0	1	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-5401		978-94-6252-170-4	AER ADV ENG RES			2016	43						215	219					5	Engineering, Multidisciplinary	Engineering	BG4XL	WOS:000389243400038					2019-12-05	
S	Wang, X; Chen, HM; Xiao, Q		Cui, B; Zhang, N; Xu, J; Lian, X; Liu, D		Wang, Xiao; Chen, Hongmei; Xiao, Qing			MVUC: An Interactive System for Mining and Visualizing Urban Co-locations	Web-Age Information Management, Pt II	Lecture Notes in Computer Science		English	Proceedings Paper	17th International Conference on Web-Age Information Management (WAIM)	JUN 03-05, 2016	Nanchang, PEOPLES R CHINA			Spatial data mining; Co-location mining; Co-location visualization; Urban co-location		Spatial co-location patterns and rules may reveal the spatial associations between spatial features whose instances are frequently located in a spatial neighborhood. This paper develops an interactive system for Mining and Visualizing Urban Co-locations (MVUC) from the Point Of Interest (POI) datasets of cities. According to user-specified thresholds, MVUC efficiently mines maximal patterns based on instance-trees. Then MVUC concisely demonstrates the table-instances of patterns on map based on the convex hull algorithm, intuitively illustrates areas in which the consequents' instances of rules possibly appear on map based on the intersection of areas, and visually figures patterns by graph. MVUC also allows users to compare co-locations in different regions. MVUC can help users with analyzing the functional regions of cities, selecting the locations for public services, and other urban computing.	[Wang, Xiao; Chen, Hongmei; Xiao, Qing] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China	Chen, HM (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	hmchen@ynu.edu.cn						3	1	1	0	0	SPRINGER INT PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743		978-3-319-39958-4; 978-3-319-39957-7	LECT NOTES COMPUT SC			2016	9659						524	526					3	Computer Science, Information Systems; Computer Science, Software Engineering; Computer Science, Theory & Methods	Computer Science	BG5DQ	WOS:000389411500042					2019-12-05	
S	Wu, H; Zhang, ZJ; Yue, K; Zhang, BB; Liu, WY		Morishima, A; Chang, L; Fu, TZJ; Liu, K; Yang, X; Zhu, J; Zhang, R; Zhang, W; Zhang, Z		Wu, Hong; Zhang, Zhijian; Yue, Kun; Zhang, Binbin; Liu, Weiyi			Maximizing the Cooperative Influence Spread in a Social Network Oriented to Viral Marketing	WEB TECHNOLOGIES AND APPLICATIONS: APWEB 2016 WORKSHOPS, WDMA, GAP, AND SDMA	Lecture Notes in Computer Science		English	Proceedings Paper	18th Asia-Pacific Web Conference (APWeb)	SEP 23-25, 2016	Suzhou, PEOPLES R CHINA	Soochow Univ		Social networks; Cooperative influence spread; Submodularity; Greedy algorithm		In many real-world situations, there exist two or more associated products, such as beer and nappy, mobile phone and mobile power pack, bed and mattress etc., in which consumers are likely to purchase these two or more associated products simultaneously. Thus, the associated products can be promoted at the same time, which implies cooperative influence spread of products in viral marketing. In this paper, we focus on maximizing the cooperative influence spread of associated products in a social network. First, we make use of a similarity model, abbreviated as SM, to generate the probabilities of edges. Then, we obtain the cooperative influence spread graph based on single influence spread graphs of these two products and the associated rule. Further, we propose independent cascade model with accepted probability (ICMAP) to describe the cooperative influence spread in a social network, and give an improved greedy algorithm to maximize the cooperative influence spread approximately. Experimental results show the effectiveness and feasibility of the proposed algorithm.	[Wu, Hong; Zhang, Zhijian; Yue, Kun; Zhang, Binbin; Liu, Weiyi] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Wu, Hong] Qujing Normal Univ, Sch Informat Engn, Qujing, Peoples R China; [Zhang, Zhijian] Kunming Univ Sci & Technol, Coll Sci, Kunming, Peoples R China	Yue, K (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	kyue@ynu.edu.cn						16	1	1	0	0	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-45834-2; 978-3-319-45835-9	LECT NOTES COMPUT SC			2016	9865						3	15		10.1007/978-3-319-45835-9_1			13	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BG5HW	WOS:000389501900001					2019-12-05	
S	Yang, XD; Zhou, LH; Wang, LZ		Morishima, A; Chang, L; Fu, TZJ; Liu, K; Yang, X; Zhu, J; Zhang, R; Zhang, W; Zhang, Z		Yang, Xiaodan; Zhou, Lihua; Wang, Lizhen			An Improved ML-kNN Approach Based on Coupled Similarity	WEB TECHNOLOGIES AND APPLICATIONS: APWEB 2016 WORKSHOPS, WDMA, GAP, AND SDMA	Lecture Notes in Computer Science		English	Proceedings Paper	18th Asia-Pacific Web Conference (APWeb)	SEP 23-25, 2016	Suzhou, PEOPLES R CHINA	Soochow Univ		Multi-label classification; k-NN; Coupled similarity		ML-kNN is a well-known algorithm for multi-label classification, but it just assumes the independence of labels and instances. In fact, in the real world, labels or instances are more or less related via explicit or implicit relationships. In this paper, we propose an improved ML-kNN approach that takes the coupled similarity of attributes and labels into account, where coupling between attributes is used to find k nearest neighbors for instances and coupling between labels is used to predict the labels of unseen instances. Experimental results show that our proposed method outperforms the traditional ML-kNN.	[Yang, Xiaodan; Zhou, Lihua; Wang, Lizhen] Yunnan Univ, Dept Comp Sci & Engn, Kunming 650091, Peoples R China	Zhou, LH (reprint author), Yunnan Univ, Dept Comp Sci & Engn, Kunming 650091, Peoples R China.	838505331@qq.com; lhzhou@ynu.edu.cn; lzhwang@ynu.edu.cn						18	0	0	0	4	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-45834-2; 978-3-319-45835-9	LECT NOTES COMPUT SC			2016	9865						77	89		10.1007/978-3-319-45835-9_7			13	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BG5HW	WOS:000389501900007					2019-12-05	
S	Yang, PZ; Zhou, LH; Chen, HM		Morishima, A; Chang, L; Fu, TZJ; Liu, K; Yang, X; Zhu, J; Zhang, R; Zhang, W; Zhang, Z		Yang, Peizhong; Zhou, Lihua; Chen, Hongmei			User-Dependent Multi-relational Community Detection in Social Networks	WEB TECHNOLOGIES AND APPLICATIONS: APWEB 2016 WORKSHOPS, WDMA, GAP, AND SDMA	Lecture Notes in Computer Science		English	Proceedings Paper	18th Asia-Pacific Web Conference (APWeb)	SEP 23-25, 2016	Suzhou, PEOPLES R CHINA	Soochow Univ		Multi-relational social network; Community detection; Multi-relational modularity	FRAMEWORK	Multi-relational community detection is a very important task in social network analysis because in the real world social networks are mostly multi-relational. In this paper, we propose a user-dependent method to detect communities in multi-relational social networks. We define a multi-relational community as a shared community over multiple single-relational graphs while the quality of a partitioning of nodes is assessed by a multi-relational modularity, and we design a desirable set of communities to represent the requests of users and use Normalized mutual information (NMI) between the desirable set of communities and the sets of communities detected in each single-relational graph as the weights for measuring the importance of all kinds of relationship types. We then use a greedy agglomerative manner to identify communities. Experiments have been conducted on synthetic networks to evaluate the effectiveness of the proposed approach.	[Yang, Peizhong; Zhou, Lihua; Chen, Hongmei] Yunnan Univ, Sch Informat, Kunming 650091, Peoples R China	Zhou, LH (reprint author), Yunnan Univ, Sch Informat, Kunming 650091, Peoples R China.	285342456@qq.com; lhzhou@ynu.edu.cn; hmchen@ynu.edu.cn						23	0	0	0	3	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-45834-2; 978-3-319-45835-9	LECT NOTES COMPUT SC			2016	9865						152	163		10.1007/978-3-319-45835-9_14			12	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BG5HW	WOS:000389501900014					2019-12-05	
B	Liu, XH			IEEE	Liu, Xiaohua			Developmental Trend of Enrollment and Employment about International Economic Law under the Correction Index	2015 INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION, BIG DATA AND SMART CITY (ICITBS)			English	Proceedings Paper	International Conference on Intelligent Transportation, Big Data and Smart City (ICITBS)	DEC 19-20, 2015	Vietnam, AUSTRIA	Hunan Univ, Res Inst New Energy & Energy Saving & Emiss Reduct, Changsha Univ Sci & Technol, Commun Res Inst, Nanjing Univ Forest, Jilin Software Inst, Guangdong Acad Bldg Res, Res Inst Road & Bridge		International Economic Law; Fixed index curve; Development Trend		In this paper, the development trend of enrollment and employment about international economic law were studied.By correcting the exponential curve method, enrollment and employment history were analyzed, and projected the number.First, in principle analysis section introduced the concept of international law and amendment exponential curve method.Secondly, in the part of experimental simulation, forecast the development trend of enrollment and employment about international law by analyzing the international law students enrollment, number of graduates, the number of students, and the projected number of graduates.Eventually found that enrollment and employment situation is getting better and overall upward trend.This facilitates the development of international economic law professional.	[Liu, Xiaohua] Yunnan Univ, Dianchi Sch, Coll Law, Kunming 650228, Peoples R China	Liu, XH (reprint author), Yunnan Univ, Dianchi Sch, Coll Law, Kunming 650228, Peoples R China.	xiaohualiu_cps@sina.com						10	0	0	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0464-5				2016							306	308		10.1109/ICITBS.2015.82			3	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic; Transportation Science & Technology	Computer Science; Engineering; Transportation	BG0AY	WOS:000386103000076					2019-12-05	
S	Zhao, YN; Feng, ZY		Yingying, S; Guiran, C; Zhen, L		Zhao Yanni; Feng Zhiyong			Analysis of Influence of China Commercial Bank Credit Behavior on Monetary Policy Effect	PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT, COMPUTER AND SOCIETY	ACSR-Advances in Comptuer Science Research		English	Proceedings Paper	International Conference on Education, Management, Computer and Society (EMCS)	JAN 01-03, 2016	Shenyang, PEOPLES R CHINA			monetary policy; commercial bank; credit behavior		Regulation of monetary policy may not achieve desired effect. Consistency between commercial bank credit behavior and monetary policy orientation can greatly affect the effectiveness of monetary policy from the perspective of China. In the paper, possible influence of several commercial bank credit behaviors on monetary policy is analyzed. Several countermeasures are proposed.	[Zhao Yanni] Yunnan Univ, Dianchi Coll, Kunming, Peoples R China; [Feng Zhiyong] Yunnan Univ, Sch Econ, Kunming, Peoples R China	Zhao, YN (reprint author), Yunnan Univ, Dianchi Coll, Kunming, Peoples R China.	324040828@qq.com; 99627085@qq.com	Gulliver, Aaron/K-7925-2012	Gulliver, Aaron/0000-0001-9919-0323				9	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-538X		978-94-6252-158-2	ACSR ADV COMPUT			2016	37						202	205					4	Computer Science, Interdisciplinary Applications; Operations Research & Management Science	Computer Science; Operations Research & Management Science	BG4AL	WOS:000388458100049					2019-12-05	
S	Zhao, YN; Feng, ZY		Yingying, S; Guiran, C; Zhen, L		Zhao Yanni; Feng Zhiyong			Research on Commercial Bank Logistics Financial Business Risk in China	PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON EDUCATION, MANAGEMENT, COMPUTER AND SOCIETY	ACSR-Advances in Comptuer Science Research		English	Proceedings Paper	International Conference on Education, Management, Computer and Society (EMCS)	JAN 01-03, 2016	Shenyang, PEOPLES R CHINA			commercial banks; logistics finance; business risk		Interaction and mutual demand between logistics and financial institutions lead to constant development of logistics financial business with rapid development of logistics industry in China. All major commercial banks begin to develop logistics financial business, and logistics financial business belongs to emerging business in China. Commercial Banks in China actively develop logistics financial business due to earning drive. Market environment is immature, and commercial banks are lack of experience in developing logistics financial business. Huge risks are hidden in logistics financial business in China commercial banks. Therefore, logistics financial business of commercial banks is studied in the paper, logistics financial connotation, present situation of development and main risks are analyzed, and strategies of preventing risks are proposed. In the paper, it is believed that the credit evaluation system should be established and improved; the relevant laws and regulations should be perfected; operation risk is controlled from the aspects of process, personnel, etc., and warehouse receipt pledge management should be strengthened, thereby lowering logistics financial business risks of China commercial banks, and promoting long-term development of commercial bank logistics financial business.	[Zhao Yanni] Yunnan Univ, Dianchi Coll, Kunming, Peoples R China; [Feng Zhiyong] Yunnan Univ, Sch Econ, Kunming, Peoples R China	Zhao, YN (reprint author), Yunnan Univ, Dianchi Coll, Kunming, Peoples R China.	324040828@qq.com; 99627085@qq.com	Gulliver, Aaron/K-7925-2012	Gulliver, Aaron/0000-0001-9919-0323				10	0	0	0	2	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-538X		978-94-6252-158-2	ACSR ADV COMPUT			2016	37						316	319					4	Computer Science, Interdisciplinary Applications; Operations Research & Management Science	Computer Science; Operations Research & Management Science	BG4AL	WOS:000388458100076					2019-12-05	
