PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Wu, LW; Xiang, Y; Yang, YK; Yao, SW; Xue, G; Jiang, Q; Jin, X		Li, W; Li, Q; Wang, L		Wu, Liwen; Xiang, Yi; Yang, Yikun; Yao, Shaowen; Xue, Gang; Jiang, Qian; Jin, Xin			An Effective Feature Fusion method for Protein Sub-nuclear Localization	2018 11TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI 2018)			English	Proceedings Paper	11th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 13-15, 2018	Beijing, PEOPLES R CHINA	IEEE, IEEE Engn Med & Biol Soc, Beijing Univ Chem Technol, Beijing Inst Technol, E China Normal Univ		Protein sub-nuclear localization; Kernel principal components analysis; PseAAC; PSSM	WEB-SERVER; SUBCELLULAR-LOCALIZATION; PREDICTION; LOCATION	Protein sub-nuclear localization plays a significant role in life science research. Feature extraction is the key step in the processes of protein sub-nuclear localization, it should include useful and sufficient protein information as possible. However, the single feature extraction method often can't extract sufficient information. Thus, we propose a novel method by combining PseAAC with PSSM to solve this problem. First, PseAAC and PSSM are used to extract the information, respectively. Secondly, the KPCA is used to reduce the dimensionality of PseAAC and PSSM. Thirdly, the useful information of PseAAC and PSSM will be integrated by proposed method. At last, the integrated feature vectors are classified by Random Forest. The classification performance will be evaluated with four evaluation indexes by jackknife test. According to the experiments results, the proposed feature fusion method is effective for protein sub-nuclear localization.	[Wu, Liwen; Xiang, Yi; Yang, Yikun; Yao, Shaowen; Xue, Gang] Yunnan Univ, Sch Software, Kunming 650504, Yunnan, Peoples R China; [Jiang, Qian; Jin, Xin] Yunnan Univ, Sch Informat, Kunming 650504, Yunnan, Peoples R China	Xue, G (reprint author), Yunnan Univ, Sch Software, Kunming 650504, Yunnan, Peoples R China.	mess@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61863036]	This work is supported by the National Natural Science Foundation of China (No. 61863036).		22	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-7604-2				2018													5	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM3IZ	WOS:000462163500238					2019-12-05	
B	Wang, HY; Huang, BC; Li, JP		Li, S; Dai, Y; Cheng, Y		Wang, Haiyan; Huang, Binchao; Li, Jianping			Two variants of the full Steiner tree construction Problems	2018 5TH INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CONTROL ENGINEERING (ICISCE 2018)			English	Proceedings Paper	5th International Conference on Information Science and Control Engineering (ICISCE)	JUL 20-22, 2018	Zhengzhou, PEOPLES R CHINA	IEEE Comp Soc, Henan Univ Sci & Technol, Swinburne Univ Technol, Hunan Univ, Wayne State Univ, Minjiang Univ, Beijing Univ Civil Engn & Architecture, Xiamen Univ, China Jiliang Univ, Iwate Prefectural Univ, Hunan Univ Humanities, Sci & Technol		construction problem; full Steiner tree problem; approximation algorithm; NP-hard	GILBERT-POLLAK CONJECTURE; ALGORITHMS	Research on the full Steiner tree problem in the Euclidean plane R-2 has important theoretic significance, and it also has broad applications in material construction, VLSI design, WDM optical networks and wireless communications. In this paper, combining with the material construction and the actual cost, we introduce two new variants of the full Steiner tree problem in the Euclidean plane R-2: the minimumlength full Steiner tree problem (MLFST, for short) and the minimum-number of Steiner points in the full Steiner tree problem (MNPFST, for short). These problems are both NP-hard, and we design one approximation algorithm for each of them which have important applications in real life. To enhance the convenience of application, a subdivision procedure method and a minimum disk cover of points method are adopted in some designed algorithms.	[Wang, Haiyan] Yunnan Univ Finance & Econ, Sch Math & Stat, Kunming, Yunnan, Peoples R China; [Huang, Binchao] China Mobile Grp Yunnan Co Ltd, Kunming, Yunnan, Peoples R China; [Li, Jianping] Yunnan Univ, Dept Math, Kunming, Yunnan, Peoples R China	Huang, BC (reprint author), China Mobile Grp Yunnan Co Ltd, Kunming, Yunnan, Peoples R China.	wanghaiyan003@126.com; hbc.ynu@163.com; jianping@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [31560134]; Natural Science Foundation of Yunnan Education Department [2016ZZX144]	The work is fully supported by the National Natural Science Foundation of China [Grant no. 31560134], and the Natural Science Foundation of Yunnan Education Department [Grant no. 2016ZZX144]. The authors thank the editors and the anonymous reviewers for their helpful and interesting comments.		20	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-5500-9				2018							592	596		10.1109/ICISCE.2018.00128			5	Computer Science, Information Systems; Engineering, Electrical & Electronic	Computer Science; Engineering	BM3FR	WOS:000462044200118					2019-12-05	
B	Zhang, HX; Wang, LZ			Assoc Comp Machinery	Zhang, Hongxiang; Wang, Lizhen			Prescription Fraud Detection through Statistic Modeling	PROCEEDINGS OF 2018 INTERNATIONAL CONFERENCE ON MATHEMATICS AND ARTIFICIAL INTELLIGENCE (ICMAI 2018)			English	Proceedings Paper	International Conference on Mathematics and Artificial Intelligence (ICMAI)	APR 20-22, 2018	Chengdu, PEOPLES R CHINA			Prescription fraud; Risk function; Statistical model; Off-line; Online		The emergence of prescription fraud will reduce the effectiveness of health insurance investment. This paper will propose a new model to identify potentially fraudulent prescriptions and apply it to real prescription data to test its performance. Because of the low efficiency and high cost of prescription fraud through artificial experts, and because of the limitations of human knowledge, artificial detection is slow and insensitive to new fraud. We used the statistical characteristics of prescription data and other features related to the prescription to measure the risk level of the prescription, and found a prescription with high risk. The potential of this model can be used not only for off-line and online analysis and prediction of prescription fraud, but also for automatic updating of new fraud prescriptions. We test the model on real prescription data sets and compared to other approaches. The experimental results show that our model is promising for discovering the prescription fraud from the real health care data sets.	[Zhang, Hongxiang; Wang, Lizhen] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming, Yunnan, Peoples R China	Zhang, HX (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming, Yunnan, Peoples R China.	55167851@qq.com; lzhwang@ynu.edu.cn						12	0	0	1	1	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA			978-1-4503-6420-1				2018							85	89		10.1145/3208788.3208803			5	Computer Science, Artificial Intelligence; Mathematics, Applied	Computer Science; Mathematics	BM2KL	WOS:000461142000017					2019-12-05	
B	Ren, JJ; Rebassa-Mansergas, A; Liu, XW			ACM	Ren, Juanjuan; Rebassa-Mansergas, Alberto; Liu, Xiaowei			Searching for Peculiar Cataclysmic Variables with evolved donors from SDSS and LAMOST	PROCEEDINGS OF THE 2018 2ND INTERNATIONAL CONFERENCE ON BIG DATA RESEARCH (ICBDR 2018)			English	Proceedings Paper	2nd International Conference on Big Data Research (ICBDR)	OCT 27-29, 2018	Weihai, PEOPLES R CHINA			Cataclysmic Variables; White Dwarf Binaries; SDSS; LAMOST	DIGITAL SKY SURVEY; DWARF NOVA; PERIOD; STAR	We develop a method to systematically search for a very rare type of peculiar Cataclysmic Variables (CVs) with evolved donors from the very large spectroscopic databases, i.e. the SDSS DR12 and LAMOST DR3. Finally we found 20 peculiar CVs, where 9 have been published, 11 are new candidates (4 from SDSS DR12, 7 from LAMOST DR3). Our results almost double the number of peculiar CVs identified previously from literatures, and thus will be very useful in many aspects in astrophysics, such as test the progenitor models of Type Ia Supernova, and constrain the evolution models of CVs.	[Ren, Juanjuan] Chinese Acad Sci, Natl Astron Observ, Key Lab Opt Astron, Beijing 100012, Peoples R China; [Rebassa-Mansergas, Alberto] Univ Politecn Cataluna, Dept Fis, C Esteve Terrades 5, E-08860 Castelldefels, Spain; [Liu, Xiaowei] Yunnan Univ, South Western Inst Astron Res, Kunming 650091, Yunnan, Peoples R China	Ren, JJ (reprint author), Chinese Acad Sci, Natl Astron Observ, Key Lab Opt Astron, Beijing 100012, Peoples R China.	jjren@nao.cas.cn; alberto.rebassa@upc.edu; x.liu@pku.edu.cn		Ren, Juanjuan/0000-0003-3243-464X	National Key Basic Research Program of ChinaNational Basic Research Program of China [2014CB845700]; NSFCNational Natural Science Foundation of China [11833006]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [U1531244, U1831209]; National Astronomical Observatories, Chinese Academy of SciencesChinese Academy of Sciences; MINECOSpanish Ministry of Economy & Competitiveness [RYC-2016-20254]; AGAUR grantAgencia de Gestio D'Ajuts Universitaris de Recerca Agaur (AGUAR) [SGR-661/2017]; National Development and Reform Commission; Alfred P. Sloan FoundationAlfred P. Sloan Foundation; National Science FoundationNational Science Foundation (NSF); US Department of Energy Office of ScienceUnited States Department of Energy (DOE); University of Arizona; Brazilian Participation Group; Brookhaven National LaboratoryUnited States Department of Energy (DOE); Carnegie Mellon University; University of FloridaUniversity of Florida; French Participation Group; German Participation Group; Harvard University; Instituto de Astrofisica de Canarias; Michigan State/Notre Dame/JINA Participation Group; Johns Hopkins UniversityJohns Hopkins University; Lawrence Berkeley National LaboratoryUnited States Department of Energy (DOE); Max Planck Institute for Astrophysics; Max Planck Institute for Extraterrestrial Physics; NewMexico State University; New York University; Ohio State UniversityOhio State University; Pennsylvania State University; University of Portsmouth; Princeton UniversityPrinceton University; Spanish Participation Group; University of Tokyo; University of Utah; Vanderbilt University; University of Virginia; University of WashingtonUniversity of Washington; Yale University;  [AYA2017-86274-P]	This work is supported by National Key Basic Research Program of China 2014CB845700, the NSFC grant 11833006 and by the Joint Funds of the National Natural Science Foundation of China (Grant Nos U1531244 and U1831209). BR acknowledges support from the Young Researcher Grant of National Astronomical Observatories, Chinese Academy of Sciences. ARM acknowledges support from the MINECO under the Ram'on y Cajal programme (RYC-2016-20254) and the AYA2017-86274-P grant, and the AGAUR grant SGR-661/2017.; This work has made use of data products from the Guoshoujing Telescope (the Large Sky Area Multi-Object Fibre Spectroscopic Telescope, LAMOST). LAMOST is a National Major Scientific Project built by the Chinese Academy of Sciences. Funding for the project has been provided by the National Development and Reform Commission. LAMOST is operated and managed by the National Astronomical Observatories, Chinese Academy of Sciences.; Funding for SDSS-III has been provided by the Alfred P. Sloan Foundation, the Participating Institutions, the National Science Foundation, and the US Department of Energy Office of Science. The SDSS-III web site is http://www.sdss3.org/.; SDSS-III is managed by the Astrophysical Research Consortium for the Participating Institutions of the SDSS-III Collaboration including the University of Arizona, the Brazilian Participation Group, Brookhaven National Laboratory, Carnegie Mellon University, University of Florida, the French Participation Group, the German Participation Group, Harvard University, the Instituto de Astrofisica de Canarias, the Michigan State/Notre Dame/JINA Participation Group, Johns Hopkins University, Lawrence Berkeley National Laboratory, Max Planck Institute for Astrophysics, Max Planck Institute for Extraterrestrial Physics, NewMexico State University, New York University, Ohio State University, Pennsylvania State University, University of Portsmouth, Princeton University, the Spanish Participation Group, University of Tokyo, University of Utah, Vanderbilt University, University of Virginia, University of Washington and Yale University.		26	0	0	0	1	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA			978-1-4503-6476-8				2018							196	200		10.1145/3291801.3291814			5	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BM2UW	WOS:000461579000038					2019-12-05	
B	Jia, LL			IEEE	Jia, Lili			Global Stability of the Two-Species Lotka-Volterra System with Time Delays and Diffusions	2018 CHINESE AUTOMATION CONGRESS (CAC)			English	Proceedings Paper	Chinese Automation Congress (CAC)	NOV 30-DEC 02, 2018	Xian, PEOPLES R CHINA	CAA, IEEE, IEEE Syst Man & Cybernet Soc		Lotka-Volterra system; Global stability; Graph theory; Lyapunov functional	PREDATOR-PREY MODEL; ASYMPTOTIC STABILITY; POSITIVE EQUILIBRIUM; LINEAR-SYSTEMS; COMPENSATION; BIFURCATION; STATE	A two-species Lotka-Volterra system with time delays and diffusions is considered in the paper, in which both the prey and predator can independently diffuse among n patches. By combining graph theory, a global Lyapunov functional for the two-species Lotka-Volterra system is provided. The globally asymptotical Stability of the equilibrium under some suitable conditions is shown. Finally, the theoretical results are illustrated by a numerical example.	[Jia, Lili] Yunnan Univ, Dianchi Coll, Kunming, Yunnan, Peoples R China	Jia, LL (reprint author), Yunnan Univ, Dianchi Coll, Kunming, Yunnan, Peoples R China.	lilijiadianchi@163.com			Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province; Education Department of Yunnan Province [2018JS737]	This work was supported in part by the Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province, and the scientific research funding of the Education Department of Yunnan Province under Grant 2018JS737.		21	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-7281-1312-8				2018							2090	2095					6	Automation & Control Systems	Automation & Control Systems	BM0WI	WOS:000459239502028					2019-12-05	
B	Liu, Z; Yu, BB; Chen, ZB; Peng, JQ; Feng, Q; Liu, Q; Cheng, X			IEEE	Liu Zheng; Yu Beibei; Chen Zhibo; Peng Jiqin; Feng Qiang; Liu Qing; Cheng Xie			A Case Study of Service-centric IoT Model for Rural Sewage Disposal	2018 IEEE 15TH INTERNATIONAL CONFERENCE ON E-BUSINESS ENGINEERING (ICEBE 2018)	International Conference on e-Business Engineering		English	Proceedings Paper	IEEE 15th International Conference on E-Business Engineering (ICEBE)	OCT 12-14, 2018	Xian, PEOPLES R CHINA	IEEE, IEEE Comp Soc, Tech Comm Business Informat & Syst, China Natl Engn Lab E Commerce Technologies, Tsinghua Univ, XiAn Jiao Tong Univ, Coventry Univ		Internet of Things; Service Model; Data Oriented; Sewage Disposal; Information System	INTERNET; THINGS	The Internet of Things (IoT) refers to an emerging paradigm, to seamlessly and ubiquitously integrate a large number of smart things with intra/inter links to the physical and cyber worlds. The sensor enabled communication technologies are connecting billions of things, by efficiently utilizing their locations in the real world. However, how to use a reasonable architecture to build IoT services via heterogeneous and distributed smart things and sensors is an important and challenging issue, especially in rural areas where power and network resources are relatively scarce. In this work, to catch the challenge, we propose an Integrated IoT service model for distributed sensors. By modeling sensors into information resources, a RESTful service model is applied to each sensor. By using IoT based service adapter, information resources are integrated into service center which is feasible be accessed by electrical power and wireless network. A case study of rural sewage disposal is conducted based on the proposed service model. Also, a developed prototype system of rural sewage disposal shows the feasibility and effectiveness of the proposed model.	[Liu Zheng; Yu Beibei; Chen Zhibo; Liu Qing; Cheng Xie] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China; [Peng Jiqin; Feng Qiang] Zhongmao Environm Energy Technol Investment Ltd S, Shanghai, Peoples R China	Chen, ZB; Cheng, X (reprint author), Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China.				Yunnan Applied Fundamental Research Project [2016FB104]; Yunnan Provincial Young academic and technical leaders reserve talents [2017HB005]; Yunnan Provincial Department of Education Science Research Fund Project [2018JS008]	The work has been supported in part by (i) Yunnan Applied Fundamental Research Project under the Grant No. 2016FB104; (ii) Yunnan Provincial Young academic and technical leaders reserve talents under the Grant No. 2017HB005; (iii) Yunnan Provincial Department of Education Science Research Fund Project under the Grant No.2018JS008.		20	0	0	0	0	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA			978-1-5386-7992-0	INT CONF E BUS ENG			2018							133	138		10.1109/ICEBE.2018.00029			6	Computer Science, Interdisciplinary Applications	Computer Science	BM1EC	WOS:000459615100018					2019-12-05	
B	Wang, YQ; Zhang, YF; Zhao, WJ; Zhu, HX			IEEE	Wang, Yuqian; Zhang, Yufeng; Zhao, Weijia; Zhu, Hongxuan			A Numerical Integral Algorithm Based on the CAPSO to Improve the Estimation for the Parameters of the Homodyned-K Distribution	2018 IEEE 18TH INTERNATIONAL CONFERENCE ON COMMUNICATION TECHNOLOGY (ICCT)			English	Proceedings Paper	18th IEEE International Conference on Communication Technology (IEEE ICCT)	OCT 08-11, 2018	Chongqing, PEOPLES R CHINA	IEEE, Chongqing Univ, Chongqing Inst Elect, UESTC, Xidian Univ, SIE, Sichuan Univ, Chongqing Univ Posts & Telecommunicat, SW Univ, Chengdu Univ Informat Technol, SW Minzu Univ, CETC 54, Sci & Technol Commun Networks Lab, Xihua Univ, Chongqing Univ, Coll Commun Engn, DCN		Homodyned-K distribution; cloud adaptive particle swarm optimization; maximum likelihood estimation; numerical integral	MAXIMUM-LIKELIHOOD; MODEL	The homodyned-K (HK) distribution is a widely used statistical model, whose parameters have different physical-meanings for tissue characterization. In the present study, the maximum likelihood estimation (MLE) method based on the Newton-Raphson algorithm is proposed to estimate the HK parameters solely. For improving the accuracy and convergence of the MLE, the cloud adaptive particle swarm optimization (CAPSO) algorithm is proposed for the integral calculation of the probability density function (PDF) of the HK distribution. In the experiments, sets of samples satisfying the HK distribution are generated, and then the parameters are estimated by the proposed CAPSO-based MLE method. The statistics of estimation errors are calculated, and compared with the results based on the mean intensity and X-and U-statistics (XU) method, which is the latest one based on moment estimation. Experimental results show that the proposed method can solely estimate the HK parameters with a small error level, which means a further practical value in ultrasonic applications.	[Wang, Yuqian; Zhang, Yufeng] Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China; [Zhao, Weijia; Zhu, Hongxuan] Yunnan Univ, Informat Sch, Dept Biomed Engn, Kunming, Yunnan, Peoples R China	Wang, YQ (reprint author), Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China.	YuqianWangresearch@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [81771928, 61561049]	This work was supported by the Grants (81771928 and 61561049) from the National Natural Science Foundation of China.		11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-7635-6				2018							1342	1345					4	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BM0EE	WOS:000458684600258					2019-12-05	
B	Liu, X; Sun, J; Wang, WL			IEEE	Liu, Xiang; Sun, Jing; Wang, Weilian			Research on Two Dimensional Visualization of Heart Sound Signal Based on Variant Model Theory	2018 IEEE INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING, COMMUNICATIONS AND COMPUTING (ICSPCC)			English	Proceedings Paper	IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)	SEP 14-16, 2018	Qingdao, PEOPLES R CHINA	IEEE Xi an Sect, IEEE HongKong CAS/COM Chapter, Nw Polytechn Univ, Qingdao Univ Technol, Xidian Univ, Chinese Univ Hong Kong, Univ Hong Kong, Hong Kong Polytechn Univ, City Univ Hong Kong		Heart sound signal; envelope extraction; logical transformation; two-dimensional scatter plot; congenital heart disease (CHD)		Cardiac auscultation plays an important role in the diagnosis of heart disease. Domestic and foreign researchers have done a lot of research on the analysis of heart sound signals from the point of view of signals, hoping to find an effective signal analysis method to assist doctors in the diagnosis of congenital heart disease. This paper introduces a new method to perform a series of logical transformations on the envelope of the heart sound signal, making it a two-dimensional scatter plot, and reflecting its characteristics in the case that the characteristics of the original signal are not substantially lost. In the dispersal point distribution map, different features of different pathological heart sound signals can be directly observed in the corresponding two-dimensional scatter plot.	[Liu, Xiang; Sun, Jing; Wang, Weilian] Yunnan Univ, Biomed Signal Lab, Sch Informat Sci & Technol, Kunming, Yunnan, Peoples R China	Liu, X (reprint author), Yunnan Univ, Biomed Signal Lab, Sch Informat Sci & Technol, Kunming, Yunnan, Peoples R China.	460867535@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61261008]	Supported by National Natural Science Foundation of China. NO. 61261008		8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-7946-3				2018													4	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BM0HA	WOS:000458764500037					2019-12-05	
B	Wang, X; Wang, J; Yang, F; Zeng, GY			IEEE	Wang, Xiao; Wang, Jing; Yang, Fan; Zeng, Guangyi			Target Detection in Colorful Imaging Sonar Based on HOG	2018 IEEE INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING, COMMUNICATIONS AND COMPUTING (ICSPCC)			English	Proceedings Paper	IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)	SEP 14-16, 2018	Qingdao, PEOPLES R CHINA	IEEE Xi an Sect, IEEE HongKong CAS/COM Chapter, Nw Polytechn Univ, Qingdao Univ Technol, Xidian Univ, Chinese Univ Hong Kong, Univ Hong Kong, Hong Kong Polytechn Univ, City Univ Hong Kong		Colorful Imaging Sonar; HOG; SVM; Target Detection		TKIS-I helmet-mounted colorful imaging sonar is mounted on the helmet of divers to serve as their underwater eyes. Currently, there are more than two dozens of it serving the navy of China. However, under the complex underwater environment, divers usually take great risks while performing underwater operations. The work of this paper aims to achieve automatic underwater target detection of the imaging sonar in order for divers not to dive into water. The paper combined Histogram of Oriented Gradient (HOG.) in computer vision fir feature extraction and support vector machine (SUM) for classification to achieve quick underwater target detection. The results showed high detection rate. All these work are the foundation for automatic underwater target detection and recognition in the future.	[Wang, Xiao; Wang, Jing] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China; [Yang, Fan] CSIC 750 Test Range, Kunming, Yunnan, Peoples R China; [Zeng, Guangyi] CSG PGC, Guangzhou, Guangdong, Peoples R China	Wang, X (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	1391458077@qq.com; wj8538@163.com; 104623068@qq.com; zenggy@pgc.csg.cn						9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-7946-3				2018													5	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BM0HA	WOS:000458764500088					2019-12-05	
B	Li, B; Wang, KY; Xue, D; Pei, YJ		Wang, G; Han, Q; Bhuiyan, MZA; Ma, X; Loulergue, F; Li, P; Roveri, M; Chen, L		Li, Bo; Wang, Keyue; Xue, Duan; Pei, Yijian			K-means Based Edge Server Deployment Algorithm for Edge Computing Environments	2018 IEEE SMARTWORLD, UBIQUITOUS INTELLIGENCE & COMPUTING, ADVANCED & TRUSTED COMPUTING, SCALABLE COMPUTING & COMMUNICATIONS, CLOUD & BIG DATA COMPUTING, INTERNET OF PEOPLE AND SMART CITY INNOVATION (SMARTWORLD/SCALCOM/UIC/ATC/CBDCOM/IOP/SCI)			English	Proceedings Paper	IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)	NOV 07-11, 2018	Guangzhou, PEOPLES R CHINA	IEEE Comp Soc, Guangzhou Univ		mobile edge computing; K-means; edge server deployment algorithm	MOBILE; CLOUDLETS	In mobile edge computing environments, edge servers are deployed at the edge of the network to provide low-latency and high-bandwidth services for mobile terminals. This paper proposed a k-means based algorithm for deploying edge servers, compared the performance of this algorithm on the average completion time of the system with the random deployment algorithm and the density based clustering algorithm. Experimental results show that the k-means based algorithm is effective for deploying edge servers.	[Li, Bo; Wang, Keyue; Xue, Duan; Pei, Yijian] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Yunnan, Peoples R China	Li, B (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	libo@ynu.edu.cn			National Science Foundation of ChinaNational Natural Science Foundation of China [61562092]	This work was partially supported by the National Science Foundation of China with grant number 61562092.		18	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-9380-3				2018							1169	1174		10.1109/SmartWorld.2018.00203			6	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BM0GQ	WOS:000458742900167					2019-12-05	
S	Kong, X; Yang, J		Dong, M; Bijaksana, MA; Sujaini, H; Bijaksana, A; Romadhony, A; Ruskanda, FZ; Nurfadhilah, E; Aini, LR		Kong, Xuan; Yang, Jian			Indonesian Corpus Constructing and Text Processing for Speech Synthesis	2018 INTERNATIONAL CONFERENCE ON ASIAN LANGUAGE PROCESSING (IALP)	International Conference on Asian Language Processing		English	Proceedings Paper	International Conference on Asian Language Processing (IALP)	NOV 15-17, 2018	Telkom Univ, Bandung, INDONESIA	Indonesia Assoc Computat Lingust, COLIPS, Telkon Univ, IEEE, IEEE, Indonesia Sect Comp Soc Chapter	Telkom Univ	Indonesian; speech synthesis; pronunciation corpus; text normalization; syllable division		This paper focused on the development of Indonesian speech synthesis system, and it studied Indonesian text analysis and processing methods. It mainly studied Indonesian pronunciation corpus selection, text normalization and syllable division methods. Using the principle of combination of high frequency words and sentence length, we selected 5000 sentences as pronunciation corpus from a 566MB original text corpus. By using a combination of regular expressions and keywords, the numbers in the text are normalized. Furthermore, a combination of syllable lists and special rules are used to achieve syllable segmentation. The experimental results show that the above proposed methods laid a good foundation for the development of the Indonesian speech synthesis system.	[Kong, Xuan; Yang, Jian] Yunnan Univ, Inst Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Kong, X (reprint author), Yunnan Univ, Inst Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	jadekx@163.com; jianyang@ynu.edu.cn			Natural Science Foundation of ChinaNational Natural Science Foundation of China [61262068]	This work is supported by the Natural Science Foundation of China (No.61262068).		9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2159-1962	2159-1970	978-1-7281-1176-6	INT CONF ASIAN LANG			2018							193	196					4	Engineering, Electrical & Electronic	Engineering	BM0DT	WOS:000458678200036					2019-12-05	
S	Ma, CE; Yang, J		Dong, M; Bijaksana, MA; Sujaini, H; Bijaksana, A; Romadhony, A; Ruskanda, FZ; Nurfadhilah, E; Aini, LR		Ma, Chang'e; Yang, Jian			Burmese Word Segmentation Method and Implementation Based on CRF	2018 INTERNATIONAL CONFERENCE ON ASIAN LANGUAGE PROCESSING (IALP)	International Conference on Asian Language Processing		English	Proceedings Paper	International Conference on Asian Language Processing (IALP)	NOV 15-17, 2018	Telkom Univ, Bandung, INDONESIA	Indonesia Assoc Computat Lingust, COLIPS, Telkon Univ, IEEE, IEEE, Indonesia Sect Comp Soc Chapter	Telkom Univ	Burmese language; word segmentation; CRF; confidence		Burmese belongs to the languages whose writing system has no delimiters to mark word boundaries. However, related works on Burmese word segmentation are still at the initial stage. This paper aims to fill the blank by employing CRF model to the task. The performance of the CRF method is evaluated with confidence, precision of segmentation. We prepared an experimental database of 5,000 sentences, which were manually segmented by Burmese experts. After the 6-fold cross-validation of the experimental data set, the experimental results show that the average confidence level of the CRF method is 93.4%, which is greater than the threshold, and the average value of the F1 is 93.0%. Therefore, the CRF segmentation method satisfies the requirements for developing a Burmese speech synthesis system.	[Ma, Chang'e; Yang, Jian] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Ma, CE (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	mace9311@foxmail.com; jianyang@ynu.edu.cn			Natural Science Foundation of ChinaNational Natural Science Foundation of China [61262068]	This work is supported by the Natural Science Foundation of China (No.61262068).		8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2159-1962	2159-1970	978-1-7281-1176-6	INT CONF ASIAN LANG			2018							340	343					4	Engineering, Electrical & Electronic	Engineering	BM0DT	WOS:000458678200063					2019-12-05	
