PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Yang, XY; Yan, ZY; Jiang, L; Wang, X; Zheng, K; Wang, Y; Li, QL; Wang, JQ		Quan, X		Yang, Xiaoyun; Yan, Zhiying; Jiang, Liang; Wang, Xin; Zheng, Kai; Wang, Yi; Li, Qilin; Wang, Jiaqiang			Synthesis and photocatalysis of Al doped CdS templated by non-surfactant hypocrellins	2013 INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY (2013 ISEST)	Procedia Environmental Sciences		English	Proceedings Paper	4th International Symposium on Environmental Science and Technology (ISEST)	JUN 04-07, 2013	Dalian, PEOPLES R CHINA	Chinese Soc Environm Sci, Beijing Inst Technol, Dalian Univ Technol, Dalian Assoc Sci & Technol, ENVR Div Amer Chem Soc, Dalian Soc Environm Sci, Profess Comm Pollut Prevent & Control Heavy Metals CSES, Dalian Univ Technol, Key Lab Ind Ecol & Environm Engn, Dalian Univ Technol, Sch Environm Sci & Technol, Beijing Inst Technol, State Key Lab Explos Sci & Technol		CdS; photocatalysis; non-surfactant; template; hypocrellins	VISIBLE-LIGHT IRRADIATION; SEMICONDUCTOR COMPOSITE; HYDROGEN-PRODUCTION; QUANTUM DOTS; ONE-STEP; NANORODS; SULFIDE; MORPHOLOGY; SURFACE; FILMS	Non-surfactant hypocrellins (Hys) is a kind of photosensitizer with strong and broad absorption in visible light region, obtained by isolating from the fungus sacs of hypocrella bambusae. Previous studies have not yet addressed the use of hypocrellins as non-surfactant template in the synthesis of photocatalyst CdS, let alone the achievement of higher efficient photocatalytic activity than Degussa P25. Herein Al doped CdS prepared by using hypocrellins as template (Al-CdS/Hys) can enhance the photocatalytic activity while Al doped CdS without template (Al-CdS) prepared by conventional solvothermal method reduced the photocatalytic activity. Al-CdS/Hys was synthesized and characterized by a combination of various physicochemical techniques, such as XRD, nitrogen adsorption/desorption, diffuse reflectance UV-vis and TEM. Al-CdS/Hys is even more efficient than Degussa P25 for the degradation of organic dye, basic fuchsin under artificial solar irradiation. Moreover, doping Al increased the surface area of CdS to 169.1 m(2).g(-1). (C) 2013 The Authors. Published by Elsevier B.V.	[Yang, Xiaoyun; Yan, Zhiying; Jiang, Liang; Wang, Xin; Zheng, Kai; Wang, Yi; Li, Qilin; Wang, Jiaqiang] Yunnan Univ, Sch Chem Sci & Technol, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Peoples R China	Wang, JQ (reprint author), Yunnan Univ, Sch Chem Sci & Technol, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Peoples R China.	jqwang@ynu.edu.cn	Wang, Jiaqiang/W-1026-2017	Wang, Jiaqiang/0000-0001-8073-3041				41	5	6	0	14	ELSEVIER SCIENCE BV	AMSTERDAM	SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1878-0296			PROCEDIA ENVIRON SCI			2013	18						572	578		10.1016/j.proenv.2013.04.077			7	Environmental Sciences	Environmental Sciences & Ecology	BD4NK	WOS:000360928700076		Bronze			2019-12-05	
B	Wang, HM; Shen, DY; Guo, T; Zhang, XP			IEEE	Wang, Haiming; Shen, Dongya; Guo, Teng; Zhang, Xiupu			A High Isolation MIMO Antenna Used a Fractal EBG Structure	2013 PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION (ISAP), VOLS 1 AND 2			English	Proceedings Paper	International Symposium on Antennas and Propagation (ISAP)	OCT 23-25, 2013	Nanjing, PEOPLES R CHINA	SE Univ, Univ Elect Sci & Technol China, CIE Antenna Soc, IEICE Commun Soc, IEEE Antennas & Propagat Soc, European Assoc Antennas & Propagat, Sci & Technol Antenna & Microwave Lab, Jiangsu Inst Elect, IEEE AP MTT EMC Nanjing Joint Chapter, Agilent Technologies, FEKO, Mitsubishi Elect, Bluetest se, Journal Microwaves, MMW		MIMO; Antenna; Fractal; EBG; WLAN; Wimax	DIVERSITY-ANTENNA; ARRAY	To further reduce the coupling of a MIMO antenna containing a mushroom-like EBG structure, we propose a novel MIMO antenna by using a fractal mushroom-like EBG structure to realize a high isolation. The simulated band width of the antenna is 2100 to 2830 MHz (S11 <-10 dB), covering the bands of WLAN and WiMax. Compared to the antenna of using mushroom-like EBG structure, the antenna proposed in the paper has higher isolation and smaller dimension.	[Wang, Haiming; Shen, Dongya; Guo, Teng; Zhang, Xiupu] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Wang, HM (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	441ming@163.com; shendy@ynu.edu.cn; guoteng208@gmail.com; xzhang@ece.concordia.ca						16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-7-5641-4279-7				2013													4	Telecommunications	Telecommunications	BA3VF	WOS:000334924900062					2019-12-05	
B	Ma, XT; Bao, CM; Li, L; Zhou, LH; Kong, B			IEEE	Ma, Xiongtao; Bao, Chongming; Li, Lei; Zhou, Lihua; Kong, Bing			An extension to Hub algorithm based on triangular loop	2014 INTERNATIONAL CONFERENCE ON CYBER-ENABLED DISTRIBUTED COMPUTING AND KNOWLEDGE DISCOVERY (CYBERC)			English	Proceedings Paper	6th International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery (CyberC)	OCT 10-12, 2014	Shanghai, PEOPLES R CHINA	IEEE Comp Soc, IEEE, IEEE CS Tech Comm Simulat, IEEE Task Force Networked Mobile Syst, Beijing Jiaotong Univ, Univ Louisville, AT & T, INFOBEYOND, HUAWEI, Comrise, HP, Tech Mahindra		community detection; breadth first search; center node; triangular loop	NETWORKS	The algorithm of breadth first traversal in graph has been widely applied in community detection. Some community detection algorithms based on the breadth first traversal usually use the largest node the largest as the initial node. And these algorithms determine a node belongs to which community according to the number of the edges from the node to the communities. And then in the high aggregated networks, the results of community detection are not appropriate. The algorithm in this paper extends the Hub algorithm. This algorithm puts forward the concept of the degree of triangular loop of nodes, and use it to find the center of community. In the process of community detecting, this algorithm defines the concept of the similarity coefficient. And based on the similarity coefficient, this algorithm determines which community the nodes belong to, as well as adjusts the results of community detecting. The experiment confirms that the algorithm in this paper can not only guarantee the feasibility but also improve the quality of community detecting.	[Ma, Xiongtao; Li, Lei; Zhou, Lihua; Kong, Bing] Yunnan Univ, Sch Informat, Kunming, Yunnan Province, Peoples R China; [Bao, Chongming] Yunnan Univ, Sch Software, Kunming, Yunnan Province, Peoples R China	Ma, XT (reprint author), Yunnan Univ, Sch Informat, Kunming, Yunnan Province, Peoples R China.	kongbing@ynu.edu.cn						17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-6236-5				2013							297	303		10.1109/CyberC.2014.60			7	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BD3XF	WOS:000360282600053					2019-12-05	
S	Yang, SC; Wang, JQ		Yu, L; Guo, J; Yi, G; Yu, Q		Yang, Shengchun; Wang, Jiaqiang			Catalytic Oxidation of O-chlorotoluene to O-chlorobenzaldehyde by Vanadium Doped Anatase Mesoporous TiO2	ADVANCES IN CHEMICAL ENGINEERING III, PTS 1-4	Advanced Materials Research		English	Proceedings Paper	3rd International Conference on Chemical Engineering and Advanced Materials (CEAM 2013)	JUL 06-07, 2013	Guangzhou, PEOPLES R CHINA	Guangdong Univ Technol, Guangdong Petrochem Res Inst, Guangzhou Univ		Vanadium Doped Anatase Mesoporous TiO2; Catalytic oxidation; O-chlorotoluene; O-chlorobenzaldehyde	THERMAL-STABILITY; TITANIA	A novel method for the catalytic oxidation of o-chlorotoluene (OCT) to o-chlorobenzaldehyde (CBD) was proposed using vanadium doped anatase mesoporous TiO2 (V/MTiO2), the catalytic reaction conditions were investigated. Under the optimum catalytic reaction conditions: 10 mL of acetic acid 100 degrees C of reaction temperature, 10 h of reaction time and 100 mg of catalyst, the conversion rate of OCT could reach to 95.3%, with a selectivity of 63.5%.	[Wang, Jiaqiang] Yunnan Univ, Minist Educ, Key Lab Med Chem Nat Resource, Dept Appl Chem, Kunming 650091, Peoples R China; [Yang, Shengchun] Dali Univ, Dept Pharm & Chem, Dali 671000, Peoples R China	Wang, JQ (reprint author), Yunnan Univ, Minist Educ, Key Lab Med Chem Nat Resource, Dept Appl Chem, Kunming 650091, Peoples R China.	DLyangsc@sohu.com; jqwang@ynu.edu.cn	Wang, Jiaqiang/W-1026-2017	Wang, Jiaqiang/0000-0001-8073-3041	National Natural Science Fundation of ChinaNational Natural Science Foundation of China [20463003, 81160393]	This work was supported by the National Natural Science Fundation of China(No. 20463003; 81160393).		7	2	2	0	2	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-813-4	ADV MATER RES-SWITZ			2013	781-784						182	+		10.4028/www.scientific.net/AMR.781-784.182			2	Engineering, Chemical; Materials Science, Multidisciplinary	Engineering; Materials Science	BA5GK	WOS:000336634800036					2019-12-05	
S	Zhou, Q; Wang, GC; Yang, L; Yang, Y; Xu, Y		Zhao, G; Lu, L; Long, B; Nie, Z		Zhou, Qing; Wang, Guang-can; Yang, Long; Yang, Yun; Xu, Yang			Carboxylic graphene-supported platinum and platinum-palladium nanoparticles with high electrocatalytic activity for methanol oxidation	CHINA FUNCTIONAL MATERIALS TECHNOLOGY AND INDUSTRY FORUM	Applied Mechanics and Materials		English	Proceedings Paper	China Functional Materials Technology and Industry Forum (CFMTIF 2012)	NOV 09-12, 2012	Kunming, PEOPLES R CHINA	Chinese Functional Mat Soc, Natl Instrument Functional Mat Engn Technol Res Ctr, Chongqing Mat Res Inst, Chongqing Functional Mat Period Press, Yunnan Univ		Carboxylic graphene; Platinum-palladium nanoparticles; Electrocatalytic activity; Methanol oxidation; Fuel cells	CONTAINING CARBON NANOTUBES; FUEL-CELL APPLICATIONS; CATALYTIC-ACTIVITY; OXIDE; ELECTROOXIDATION; REDUCTION	Pt, Pd and Pt-Pd nanoparticles (NPs) were synthesized on carboxylic graphene (CGR) sheets. The nanocomposites were characterized by scanning electron microscopy (SEM), Fourier transform infrared spectra (FTIR) and UV-vis absorption spectroscopy. Their electrocatalytic activity for methanol oxidation was also investigated. The results showed the peak current density of methanol oxidation of Pt NPs- Graphite oxide (GO), Pd NPs-CGR, Pt NPs-CGR and Pt-Pd NPs-CGR is 12.2 mu A/cm(2), 14.1 mu A/cm(2), 15.1 mu A/cm(2) and 21.5 mu A/cm(2) respectively. The nanocomposite of CGR as catalyst supports and Pt-Pd NPs as catalyzers is promising for direct methanol fuel cells.	[Zhou, Qing; Xu, Yang] Yunnan Univ, Sch Phys Sci & Technol, Kunming 650091, Yunnan, Peoples R China; [Wang, Guang-can; Yang, Long] Yunnan Univ, Sch Chem Sci & Engn, Kunming 650091, Yunnan, Peoples R China; [Yang, Yun] Kunming Med Univ, Div Electron Microscopy, Kunming 650500, Yunnan, Peoples R China	Zhou, Q (reprint author), Yunnan Univ, Sch Phys Sci & Technol, Kunming 650091, Yunnan, Peoples R China.	zhouqing631001@126.com	Zhou, Qing/E-2079-2015		Research Fund for the Teacher's Program of Yunnan University [XT412003]	Qing Zhou acknowledges support from the Research Fund for the Teachers Program of Yunnan University (No. XT412003).		21	2	2	4	17	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1660-9336		978-3-03785-685-7	APPL MECH MATER			2013	320						670	+		10.4028/www.scientific.net/AMM.320.670			2	Engineering, Mechanical; Nanoscience & Nanotechnology; Materials Science, Coatings & Films	Engineering; Science & Technology - Other Topics; Materials Science	BGK29	WOS:000323293000121					2019-12-05	
S	Zhang, XP; Hraimel, B; Shen, DY; Liu, TJ			Electromagnet Acad	Zhang, Xiupu; Hraimel, Bouchaib; Shen, Dongya; Liu, Taijun			Multiband-OFDM Ultra Wideband Wireless Signals over Fiber Transmission	PIERS 2013 STOCKHOLM: PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM	Progress in Electromagnetics Research Symposium		English	Proceedings Paper	Progress In Electromagnetics Research Symposium	AUG 12-15, 2013	Stockholm, SWEDEN	Royal Inst Technol, Sino Swedish Joint Res Ctr Photon, Asian Off Aerosp Res & Dev, Swedish Inst, Swedish Res Council, Zhejiang Univ, Electromagnet Acad, Electromagnet Acad				Multiband-OFDM ultra wideband signals-over-fiber transmission is reviewed considering the impact of modulator nonlinearity, fiber dispersion, optical receiver response, out-of-band interferers due to subcarrier multiplexing and optical adjacent channel crosstalk due to WDM. Enabling techniques of reducing out-of-band interferers, improving modulation efficiency and photonic techniques for simultaneous millimeter-wave up/down conversion and optical subcarrier modulation are discussed.	[Zhang, Xiupu; Shen, Dongya] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhang, Xiupu; Hraimel, Bouchaib] Concordia Univ, Adv Photon Syst Lab, Montreal, PQ, Canada; [Liu, Taijun] Ningbo Univ, Coll Informat Sci & Engn, Ningbo 315211, Zhejiang, Peoples R China	Zhang, XP (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.							10	0	0	0	0	ELECTROMAGNETICS ACAD	CAMBRIDGE	777 CONCORD AVENUE, STE 207, CAMBRIDGE, MA 02138 USA	1559-9450		978-1-934142-26-4	PR ELECTROMAGN RES S			2013							1158	1163					6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BD5FO	WOS:000361384200244					2019-12-05	
S	Zhang, XP; Hraimel, B; Zhu, R; Shen, DY; Liu, TJ			Electromagnet Acad	Zhang, Xiupu; Hraimel, Bouchaib; Zhu, Ran; Shen, Dongya; Liu, Taijun			Linearization Techniques for Broadband Radio over Fiber Transmission	PIERS 2013 STOCKHOLM: PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM	Progress in Electromagnetics Research Symposium		English	Proceedings Paper	Progress In Electromagnetics Research Symposium	AUG 12-15, 2013	Stockholm, SWEDEN	Royal Inst Technol, Sino Swedish Joint Res Ctr Photon, Asian Off Aerosp Res & Dev, Swedish Inst, Swedish Res Council, Zhejiang Univ, Electromagnet Acad, Electromagnet Acad			MACH-ZEHNDER MODULATOR; MIXED-POLARIZATION; PREDISTORTION; SYSTEMS; LINKS	Linearization techniques are reviewed for broadband radio over fiber transmission. Four broadband linearization techniques, i.e., optical mixed polarization, analog pre-distortion, digital pre-distortion, and digital post-processing, are summarized.	[Zhang, Xiupu; Shen, Dongya] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhang, Xiupu; Hraimel, Bouchaib; Zhu, Ran] Concordia Univ, Dept Elect & Comp Engn, Montreal, PQ H3G 1M8, Canada; [Liu, Taijun] Ningbo Univ, Coll Informat Sci & Engn, Ningbo 315211, Zhejiang, Peoples R China	Zhang, XP (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.							9	0	0	0	0	ELECTROMAGNETICS ACAD	CAMBRIDGE	777 CONCORD AVENUE, STE 207, CAMBRIDGE, MA 02138 USA	1559-9450		978-1-934142-26-4	PR ELECTROMAGN RES S			2013							1315	1320					6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BD5FO	WOS:000361384200278					2019-12-05	
B	Gao, YF; Zong, R; Yu, J; Xia, K			IEEE	Gao Yufeng; Zong Rong; Yu Jiang; Xia Kai			Research and Improvement of LEACH Algorithm Based on Power Communication	PROCEEDINGS 2013 INTERNATIONAL CONFERENCE ON MECHATRONIC SCIENCES, ELECTRIC ENGINEERING AND COMPUTER (MEC)			English	Proceedings Paper	International Conference on Mechatronic Sciences, Electric Engineering and Computer (MEC)	DEC 20-22, 2013	Shenyang, PEOPLES R CHINA	Shenyang Aerosp Univ		wireless sensor networks; power communication; routing algorithm		Combined with the application of wireless sensor networks(WSN) for smart grid, this paper constructs the energy model of WSN, analyzing the principle and implementation method of Low Energy Adaptive Clustering Hierarchy(LEACH) algorithm. In consideration of characteristics of power communication, this paper pointed out weakness of the LEACH algorithm and proposed another improved SG-LEACH algorithm, in which the nodes are divided into common nodes and senior nodes, and the senior nodes can be elected as cluster head nodes with top priority. The simulation results show that SG-LEACH algorithm can effectively average energy consumption, significantly extends node survival time, and improves the transmission efficiency of the network.	[Gao Yufeng; Zong Rong; Yu Jiang; Xia Kai] Yunnan Univ, Sch Informat Sci & Technol, Kunming, Peoples R China	Gao, YF (reprint author), Yunnan Univ, Sch Informat Sci & Technol, Kunming, Peoples R China.	gaofeng1935@163.com; zongrong@ynu.edu.com; yujiang@ynu.edu.cn; 3584796l5@qq.com						9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2565-0				2013							497	500					4	Engineering, Electrical & Electronic	Engineering	BE0RD	WOS:000366663000079					2019-12-05	
S	Li, Y; Zong, R; Yu, J; Zhao, L; Li, P		Sun, Z; Deng, Z		Li, Yong; Zong, Rong; Yu, Jiang; Zhao, Ling; Li, Peng			Dual Networks Model for Lower Error and Delay Using RS-CRC Encoding	PROCEEDINGS OF 2013 CHINESE INTELLIGENT AUTOMATION CONFERENCE: INTELLIGENT AUTOMATION & INTELLIGENT TECHNOLOGY AND SYSTEMS	Lecture Notes in Electrical Engineering		English	Proceedings Paper	Chinese Intelligent Automation Conference (CIAC)	AUG 23-25, 2013	Yangzhou, PEOPLES R CHINA	Chinese Assoc Automat, Intelligent Automat Comm, Yangzhou Univ		Wireless sensor networks; Power line carrier communication networks; Cooperative communication; Dual networks; RS-CRC encoding; High reliability and low error		A key challenge for power distribution network communication is to transmit control and management information with very high reliability and low delay. However, the existing wireless sensor networks (WSN) or power line carrier communication (PLC) networks is not easy to resolve the issue due to the fading and interference properties of power distribution network environment. In this paper, we work out a model of WSN and PLC using RS-CRC (Reed-Solomon code and cyclic redundancy check code) encoding based on the idea of cooperative communication, in which the networks are independent in fading and interference. Simulation results show that the proposed dual networks of WSN and PLC with RS-CRC encoding have lower error bit rate and time delay compared with single network and existing research papers conclusion. In power distribution network communication using the dual networks might solve the communication issue in power industrial environment.	[Li, Yong; Zong, Rong; Yu, Jiang] Yunnan Univ, Sch Informat, Cuihu North Rd 2, Kunming 650091, Yunnan, Peoples R China; [Zhao, Ling] Yunnan Power Grid Corp, Commun Branch, Kunming 650217, Yunnan, Peoples R China; [Li, Peng] Queshan Shanhe Fluorite Co, Quesha, Peoples R China	Zong, R (reprint author), Yunnan Univ, Sch Informat, Cuihu North Rd 2, Kunming 650091, Yunnan, Peoples R China.	zongrong@ynu.edu.cn			National Natural Science FoundationNational Natural Science Foundation of China [61162004]	This work was supported by National Natural Science Foundation (No. 61162004).		8	0	0	0	0	SPRINGER-VERLAG BERLIN	BERLIN	HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY	1876-1100	1876-1119	978-3-642-38460-8; 978-3-642-38459-2	LECT NOTES ELECTR EN			2013	255						795	804		10.1007/978-3-642-38460-8_88			10	Automation & Control Systems; Computer Science, Artificial Intelligence	Automation & Control Systems; Computer Science	BK7DH	WOS:000441190300087					2019-12-05	
S	Wu, J; Wang, YY; Yu, JH; Chen, Y; Pang, Y		Gao, JX; Xu, D; Sun, X; Wu, Y		Wu, Jun; Wang, Yuanyuan; Yu, Jinhua; Chen, Yue; Pang, Yun			A Fast Detection and Diagnosis Algorithm for Abdominal Incisional Hernia Lesions With Automated 3D Ultrasound Images	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		abdominal incisional hernia; lesion detection; automated 3D ultrasound; ultrasound images; 3D speckle reduction	BREAST VOLUME SCANNER; WALL HERNIAS; ULTRASONOGRAPHY; CLASSIFICATION; FEATURES; MASSES; CT	A fast detection and diagnosis algorithm is proposed to improve the effectiveness and efficiency of abdominal incisional hernia lesions diagnosis. Firstly, hernia lesions were obtained by detecting black targets in ultrasound images of the coronal plane. Secondly, the morphological method was used to remove false black targets. Thirdly, the volume of interest (VOI) was cropped from the original data set to define the lesions area. Finally, the volume of lesions was measured. Results demonstrated that the proposed algorithm can effectively detect abdominal incisional hernia lesions with automated 3D ultrasound images. It can also provide more diagnostic information by measuring the volume of lesions.	[Wu, Jun; Wang, Yuanyuan; Yu, Jinhua] Fudan Univ, Dept Elect Engn, Shanghai 200433, Peoples R China; [Wu, Jun] Yunnan Univ, Dept Elect Engn, Kunming, Peoples R China; [Chen, Yue; Pang, Yun] Fudan Univ, Huadong Hosp, Dept Ultrasound, Shanghai 200433, Peoples R China	Wu, J (reprint author), Fudan Univ, Dept Elect Engn, Shanghai 200433, Peoples R China.							21	3	4	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							86	90					5	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200017					2019-12-05	
S	Lin, WJ; Zhang, YF; Jia, ZG; Chen, H; Zhang, KX; Li, ZY		Gao, JX; Xu, D; Sun, X; Wu, Y		Lin, Wenjing; Zhang, Yufeng; Jia, Zhiguo; Chen, Han; Zhang, Kexin; Li, Zhiyao			Delicate Seperation of Doppler Blood Flow and Vessel Wall Beat Signals by Using the EEMD-based Algorithm	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		ensemble empirical mode decomposition (EEMD); intrinsic mode functions (IMF); Doppler ultrasound blood flow signal; vessel wall signal; signal extraction	EMPIRICAL MODE DECOMPOSITION; ULTRASOUND SIGNALS; CLUTTER REJECTION; REMOVAL; FILTER	Based on the ensemble empirical mode decomposition (EEMD) time-frequency analysis for avoiding mode mixing, an algorithm to delicately separate the Doppler blood flow and vessel wall beat signals is proposed in this paper. Firstly, the proper amplitude of added noise and number of ensemble average for noise cancellation are estimated, and then the mixed Doppler ultrasound signal is decomposed into IMFs by using EEMD method. Finally, the IMFs around the division between the blood flow and vessel wall signals are delicately separated using soft-threshold denoising method. Experiments on both computer simulated with WBSR of 20dB, 40dB and 70dB as well as real human carotid Doppler ultrasound signals are carried out to compare the proposed method with the high pass filter, the original empirical mode decomposition (EMD) method and the improved EMD delicate separation method. It is shown that method proposed in this paper provides the highest accuracy of extracting blood flow signals by elimination of the mode mixture, especially for those signals with larger wall-to-blood signal ratio.	[Lin, Wenjing; Zhang, Yufeng; Jia, Zhiguo; Chen, Han] Yunnan Univ, Dept Elect Engn, Informat Sch, Kunming 650091, Yunnan, Peoples R China; [Zhang, Kexin; Li, Zhiyao] Kunming Med Coll, Affiliated Hosp 2, Kunming 650031, Yunnan, Peoples R China	Lin, WJ (reprint author), Yunnan Univ, Dept Elect Engn, Informat Sch, Kunming 650091, Yunnan, Peoples R China.							16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							224	228					5	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200043					2019-12-05	
S	Liu, YJ; Shi, XL; Li, BL; Gao, L; Gou, CX; Zhang, QH; Huang, YC		Gao, JX; Xu, D; Sun, X; Wu, Y		Liu, Yajie; Shi, Xinling; Li, Baolei; Gao, Lian; Gou, Changxing; Zhang, Qinhu; Huang, Yunchao			Comparative Study of Two-Layer Particle Swarm Optimization and Particle Swarm Optimization in Classification for Tumor Gene Expression Data with Different Dimensionalities	PROCEEDINGS OF THE 2013 6TH INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND INFORMATICS (BMEI 2013), VOLS 1 AND 2	International Conference on Biomedical Engineering and Informatics		English	Proceedings Paper	6th International Conference on Biomedical Engineering and Informatics (BMEI)	DEC 16-18, 2013	Hangzhou, PEOPLES R CHINA	IEEE, Hangzhou Normal Univ, IEEE Engn Med & Biol Soc		classification; comparison; tumor; gene; TLPSO	CANCER CLASSIFICATION; MOLECULAR CLASSIFICATION; FEATURE-SELECTION; BIOINFORMATICS; PREDICTION	Classification of gene expression data to determine different type or subtype of tumor samples is significantly important to research tumors in molecular biology level. Sample genes (dimensionalities) play a fundamental role in classification. Feature selection technologies used to reduce gene numbers and find informative genes have been presented in recent years. But the performance of feature selection in gene classification research is still controversial. In this study, a classification algorithm based on the two-layer particle swarm optimization (TLPSO) is established to classify the uncertain training sample sets obtained from three gene expression datasets which contain the leukemia, diffuse large B cell lymphoma (DLBCL) and multi-class tumors dataset respectively with the exponential increasing of gene numbers. Compared the results obtained by using the particle swarm optimization (PSO), the classification stability and accuracy of the results based on the proposed TLPSO classification algorithm is improved significantly and more information to clinicians for choosing more appropriate treatment can extracted.	[Liu, Yajie] Yunnan Univ, Informat Sch, Kunming, Peoples R China; [Liu, Yajie] Kunming Med Univ, Affiliated Hosp 3, Yunnan Tumor Hosp, Kunming, Peoples R China; [Shi, Xinling; Li, Baolei; Gao, Lian; Gou, Changxing; Zhang, Qinhu] Yunnan Univ, Informat Sch, Kunming, Peoples R China; [Huang, Yunchao] Kunming Med Univ, Yunnan Tumor Hosp, Affiliated Hosp 3, Dept Cardiothorac Surg, Kunming, Peoples R China	Liu, YJ (reprint author), Yunnan Univ, Informat Sch, Kunming, Peoples R China.	lyjcome@qq.com; xlshi@ynu.edu.cn; huangych2001@aliyun.com						20	2	2	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-2914		978-1-4799-2761-6	INT CONF BIOMED			2013							524	529					6	Engineering, Biomedical; Medical Informatics	Engineering; Medical Informatics	BC3FJ	WOS:000351608200098					2019-12-05	
