PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Shen, DY; Ma, C; Wan, CH; Yuan, H; Zhang, XP			IEEE	Shen, Dongya; Ma, Chuan; Wan, Changhui; Yuan, Hong; Zhang, Xiupu			A new all-fiber LP01/LP02 mode converter in mode division multiplexing	2017 16TH INTERNATIONAL CONFERENCE ON OPTICAL COMMUNICATIONS & NETWORKS (ICOCN 2017)	International Conference on Optical Communications and Networks		English	Proceedings Paper	16th International Conference on Optical Communications and Networks (ICOCN)	AUG 07-10, 2017	Wuzhen, PEOPLES R CHINA			Mode converter; Bipyramids combined structure; Conversion efficiency; Extinction ratio		In this paper, a new all-fiber mode converter was proposed, which can achieve LP01 to LP02 mode conversion and vice versa. The proposed mode converter is based on a tapered core and four bipyramids combined structure with annular distribution; the tapered core is used to excite the high-order modes while the bipyramids combined structure curb the undesired high-order modes and make the LP02 dominate. A analysis shows that conversion efficiency of 89% and extinction ratio of 12dB over the whole C-band; and the performance of the mode converter is not sensitive to minor changes in structural parameters. The proposed mode converter also can achieve LP02 back to LP01.	[Shen, Dongya; Ma, Chuan; Wan, Changhui; Yuan, Hong; Zhang, Xiupu] Yunnan Univ, Yunnan Engn Lab Cloud Wireless Access & Heterogen, Kunming 650091, Yunnan, Peoples R China	Shen, DY (reprint author), Yunnan Univ, Yunnan Engn Lab Cloud Wireless Access & Heterogen, Kunming 650091, Yunnan, Peoples R China.	shendy@ynu.edu.cn; 1468619600@qq.com; 1341464274@qq.com; yuanh@qq.com; xiupuzhang@qq.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561052, 61561051]; Yunnan High-Tech Top-Talents Recruitment Project [2012HA005]; Yunnan Key New-product project of China	The paper is supported by the National Natural Science Foundation of China (61561052, 61561051), Yunnan High-Tech Top-Talents Recruitment Project (2012HA005), and Yunnan Key New-product project of China.		3	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2330-7986		978-1-5386-3273-4	I C OPT COMMUN NETW			2017													3	Engineering, Electrical & Electronic; Optics; Telecommunications	Engineering; Optics; Telecommunications	BJ5FP	WOS:000425859500213					2019-12-05	
S	Teng, CH; Chen, YL; Zhang, XJ		Chen, CS; Lu, J; Ma, KK		Teng, Chin-Hung; Chen, Yu-Liang; Zhang, Xuejie			Image-Based Camera Localization for Large and Outdoor Environments	COMPUTER VISION - ACCV 2016 WORKSHOPS, PT II	Lecture Notes in Computer Science		English	Proceedings Paper	13th Asian Conference on Computer Vision (ACCV)	NOV 20-24, 2016	Taipei, TAIWAN				PART; FEATURES; SLAM	Locating camera position and orientation is an important step for many augmented reality (AR) applications. In this paper, we develop a system for estimating camera pose for large and outdoor environments. A large set of images for outdoor environments are collected and 3D structure of the scenes are recovered using a structure from motion technique. To improve image indexing accuracy and efficiency, a convolutional neural network (CNN) is employed to extract image features and a set of locality sensitive hashing (LSH) functions are used to classify CNN features. With these techniques, camera localization is achieved by first indexing the nearest images by CNN and LSH and then a set of 2D-3D correspondences are established from the indexed images and the recovered 3D structure. A perspective-n-point (PnP) algorithm is then applied on the 2D-3D correspondences to estimate camera pose. A series of experiments are conducted and the results confirm the effectiveness of proposed system. The nearest neighbors to query image can be accurately and efficiently extracted and the camera pose can be accurately estimated.	[Teng, Chin-Hung] Yuan Ze Univ, Dept Informat Commun, Chungli, Taiwan; [Teng, Chin-Hung] Yuan Ze Univ, Innovat Ctr Big Data & Digital Convergence, Chungli, Taiwan; [Chen, Yu-Liang; Zhang, Xuejie] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Teng, CH (reprint author), Yuan Ze Univ, Dept Informat Commun, Chungli, Taiwan.; Teng, CH (reprint author), Yuan Ze Univ, Innovat Ctr Big Data & Digital Convergence, Chungli, Taiwan.	chteng@saturn.yzu.edu.tw			Ministry of Science and Technology, TaiwanMinistry of Science and Technology, Taiwan [MOST 104-2221-E-155-032, MOST 104-3115-E-155-002]	This work was supported in part by the Ministry of Science and Technology, Taiwan, under Grant Nos. MOST 104-2221-E-155-032 and MOST 104-3115-E-155-002.		20	0	0	0	1	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-54427-4; 978-3-319-54426-7	LECT NOTES COMPUT SC			2017	10117						136	147		10.1007/978-3-319-54427-4_11			12	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Imaging Science & Photographic Technology	Computer Science; Imaging Science & Photographic Technology	BJ5QN	WOS:000426193700011					2019-12-05	
S	Zhang, XL; Li, WD; Liu, X; Zhang, XJ		Au, MHA; Castiglione, A; Choo, KKR; Palmieri, F; Li, KC		Zhang, Xiaolu; Li, Weidong; Liu, Xi; Zhang, Xuejie			A Profit-Maximum Resource Allocation Approach for Mapreduce in Data Centers	GREEN, PERVASIVE, AND CLOUD COMPUTING (GPC 2017)	Lecture Notes in Computer Science		English	Proceedings Paper	12th International Conference on Green, Pervasive, and Cloud Computing (GPC)	MAY 11-14, 2017	Cetara, ITALY			Profit; Energy consumption; Makespan; b-matching; Mapreduce	ALGORITHM; SYSTEMS	Resource allocation for Mapreduce data processing poses difficult challenges to system administrators in data centers. The extreme scale of Mapreduce applications require an efficiently profitable resource allocation algorithm that minimizes the energy consumption cost while maintaining the highest level of performance. In this paper, we propose a profit-maximum model that minimizes the cost of energy consumption and makespan. By adopting a minimum-weight b-matching rounding algorithm (MBRA) to find an integer solution, then assign map/reduce tasks to individual slots to build a complete resource allocation. Finally, we perform experiments on real workload to evaluate the profit-maximum model and analyze the performance of our proposed algorithm. The results show that MBRA is able to find a near-optimal integer solution that maximizes the profit per unit time in a lower runtime, and it is up to 30% similar to 70% in profit that is better than the current heuristic scheduling algorithm and the rounding algorithm.	[Zhang, Xiaolu; Li, Weidong; Liu, Xi; Zhang, Xuejie] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Zhang, XJ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	zxl@ynu.edu.cn; weidong@ynu.edu.cn; lxghost@126.com; xjzhang@ynu.edu.cn		Li, Weidong/0000-0003-3094-4347	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61170222, 61662088, 11301466]; Natural Science Foundation of Yunnan Province of ChinaNatural Science Foundation of Yunnan Province [2014FB114]; Scientific Research Foundation of the Educational Department of Yunnan Province [2015J0007]	This paper was supported by the National Natural Science Foundation of China (Nos. 61170222, 61662088, 11301466), the Natural Science Foundation of Yunnan Province of China (No. 2014FB114), and the Scientific Research Foundation of the Educational Department of Yunnan Province (No. 2015J0007).		21	0	0	0	0	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-57186-7; 978-3-319-57185-0	LECT NOTES COMPUT SC			2017	10232						460	474		10.1007/978-3-319-57186-7_34			15	Computer Science, Theory & Methods	Computer Science	BJ5TH	WOS:000426275000034					2019-12-05	
B	Peng, G; Yu, PF; Li, HY; Li, HS; Zhu, XD			IEEE	Peng, Ge; Yu, PengFei; Li, HaiYan; Li, HongSong; Zhu, XuDong			A Character Segmentation Algorithm for the Palm Leaf Manuscripts	2017 2ND IEEE INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND APPLICATIONS (ICCIA)			English	Proceedings Paper	2nd IEEE International Conference on Computational Intelligence and Applications (ICCIA)	SEP 08-11, 2017	N China Univ Technol, Beijing, PEOPLES R CHINA	IEEE	N China Univ Technol	character segmentation; palm leaf manuscripts; viterbi algorithm; interleaving character segmentation; touching character segmentation		To tackle the problem of character segmentation for the palm leaf manuscripts, a character segmentation algorithm is proposed in this paper. The whole process of the algorithm consists of two steps, interleaving character segmentation and touching character segmentation. In the first step, the improved Viterbi algorithm and some path filtering rules are used to perform path detecting and path filtering respectively. In the second step, the Concave spot detecting method based segmentation algorithm is proposed to solve the touching character segmentation problem. The experiments in this work base on a text line database obtained by our previous works and the experimental results prove the effectiveness of the proposed algorithm in the character segmentation for the palm leaf manuscripts.	[Peng, Ge; Yu, PengFei; Li, HaiYan; Li, HongSong; Zhu, XuDong] Yunnan Univ, Informat Sch, Kunming, Yunnan, Peoples R China	Peng, G (reprint author), Yunnan Univ, Informat Sch, Kunming, Yunnan, Peoples R China.	12014001024@mail.ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61462094, 61561050]; Natural Science Foundation of Yunnan Province of ChinaNatural Science Foundation of Yunnan Province [2015FB116]	The authors would like to thank the financial supports by National Natural Science Foundation of China (Grant No.61462094, 61561050) and Natural Science Foundation of Yunnan Province of China (Grant No.2015FB116).		8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-2030-4				2017							354	358					5	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ4SP	WOS:000425460800070					2019-12-05	
B	Zhao, C; Yang, J; Ma, TF			IEEE	Zhao, Can; Yang, Jun; Ma, Tengfei			Research on Cloud Storage Technology Based on FPGA	2017 2ND INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION SYSTEMS (ICCCS2017)			English	Proceedings Paper	2nd International Conference on Computer and Communication Systems (ICCCS)	JUL 11-14, 2017	Kracow, POLAND	IEEE		distributed storage; cloud storage; FPGA		The technology uses TCP / IP as the basic means of communication, adding a custom data communication protocol, through the integration of distributed storage scheduling ideas, multiple FPGA development board simulation into a large number of storage devices, through the unified mapping of the target data protocol Processing, to achieve data security, stable and reliable cloud storage, and because the FPGA has a parallelism and dynamic reconfigurability and so on, making the system can be very good in the FPGA hardware cluster to complete the scheduled function. In summary, FPGA-based cloud storage architecture has a good theoretical value and practical significance.	[Zhao, Can; Yang, Jun] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China; [Ma, Tengfei] Yunnan Univ, Sch City Construct, Kunming, Yunnan, Peoples R China	Zhao, C (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	781831625@qq.com; junyang@ynu.edu.cn; 1120676289@qq.com			project "LSTM neural network research and design based on FPGA" in Yunnan University	Thanks to the support of project "LSTM neural network research and design based on FPGA" in Yunnan University.		6	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-0539-4				2017							50	54					5	Computer Science, Information Systems; Computer Science, Software Engineering; Telecommunications	Computer Science; Telecommunications	BJ4NJ	WOS:000425215100011					2019-12-05	
S	Duan, Q; Liu, JH; Zhou, DD; Yu, F; Yang, HJ		Reisman, S; Ahamed, SI; Demartini, C; Conte, T; Liu, L; Claycomb, W; Nakamura, M; Tovar, E; Cimato, S; Lung, CH; Takakura, H; Yang, JJ; Akiyama, T; Zhang, Z; Hasan, K		Duan, Qing; Liu, Junhui; Zhou, Dongdai; Yu, Feng; Yang, Hongji			Executable Domain-Specific Modelling based on Domain Spaces	2017 IEEE 41ST ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE (COMPSAC), VOL 2	Proceedings International Computer Software and Applications Conference		English	Proceedings Paper	41st IEEE Annual Computer Software and Applications Conference (COMPSAC)	JUL 04-08, 2017	Torino, ITALY	IEEE, IEEE Comp Soc		domain-specific modeling; executable model; domain space; MDD; model execution infrastructure		Domain-specific modelling is used to construct and realise the different application models upon the same specific domain for software reuse. The paper integrates domain-specific modelling and web service techniques with model-driven development, and proposes a unified approach named SODSMI (Service Oriented executable Domain-Specific Modelling and Implementation) to build the executable domain-specific model so as to achieve the target of modeldriven development and reuse. The approach is organised by domain space, which is employed as the elementary unit of the domain-specific modelling and implementation framework. It makes software reuse at the domain level, realises the reuse of domain knowledge, and openly extends the range and scale of domain-specific model and its implementation.	[Duan, Qing; Liu, Junhui] Key Lab Software Engn Yunnan, Kunming 650000, Yunnan, Peoples R China; [Duan, Qing; Liu, Junhui] Yunnan Univ, Sch software, Kunming 650091, Yunnan, Peoples R China; [Zhou, Dongdai] Northeast Normal Univ, Coll Informat & Software Engn, Changchun, Jilin, Peoples R China; [Yu, Feng] Changchun Inst Architecture, Sch Elect & Informat Engn, Changchun, Jilin, Peoples R China; [Yang, Hongji] Bath Spa Univ, Ctr Creat Comp, Corsham, England	Duan, Q (reprint author), Key Lab Software Engn Yunnan, Kunming 650000, Yunnan, Peoples R China.; Duan, Q (reprint author), Yunnan Univ, Sch software, Kunming 650091, Yunnan, Peoples R China.	qduan@ynu.edu.cn; hankslau@gmail.com; ddzhou@nenu.edu.cn; yufeng@jlu.ac.uk; h.yang@bathspa.ac.uk			Open Foundation of Key Laboratory in Software Engineering of Yunnan Province, China [2012SE301, 2017SE101]	This work has been partially supported by the Open Foundation of Key Laboratory in Software Engineering of Yunnan Province, China under Grant No. 2012SE301 and 2017SE101.		15	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0730-3157		978-1-5386-0367-3	P INT COMP SOFTW APP			2017							451	456		10.1109/COMPSAC.2017.122			6	Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ4DA	WOS:000424861900087					2019-12-05	
S	Lee, AW; Lin, GTR; Kuo, WH; Lee, SJ		Kocaoglu, DF; Anderson, TR; Daim, TU; Kozanoglu, DC; Niwa, K; Perman, G; Steenhuis, HJ		Lee, An Wun; Lin, Grace T. R.; Kuo, Wen-Hsun; Lee, Shin-Jye			The Application of Quality Function Deployment to Smartwatches The House of Quality for Improved Product Design	2017 PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING AND TECHNOLOGY (PICMET)	Portland International Conference on Management of Engineering and Technology		English	Proceedings Paper	Portland International Conference on Management of Engineering and Technology (PICMET)	JUL 09-13, 2017	Portland, OR	Portland State Univ, Dept Engn & Technol Management, Portland State Univ Fdn			MODEL	Consumers are confused about the benefits of using Smartwatches due to the various insignificant functionalities included and the unclear value propositions promoted by Smartwatch manufacturers. In order to improve the quality of products and to provide features that can satisfy consumers' needs, technicians must understand the expectations of consumers. This paper recommends the use of quality function deployment (QFD), a method that integrates consumers' dynamic requirements with product designs, which can be represented using a House of Quality (HoQ) matrix diagram. Here, the unmet and uncovered needs of consumers relating to the Smartwatch are analyzed extensively using a questionnairebased survey. The opinions of consumers and technicians are then examined, and a HoQ diagram is constructed to evaluate the relationship between the Smartwatch's design attributes and its technical attributes. Finally, the attributes that need to be improved are listed in a suggested order of priority.	[Lee, An Wun; Lin, Grace T. R.; Kuo, Wen-Hsun] Natl Chiao Tung Univ, Inst Management Technol, Hsinchu 300, Taiwan; [Lee, Shin-Jye] Yunnan Univ, Natl Pilot Sch Software, Kunming 650091, Yunnan, Peoples R China	Lee, AW (reprint author), Natl Chiao Tung Univ, Inst Management Technol, Hsinchu 300, Taiwan.							20	0	0	2	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2159-5100		978-1-890843-36-6	PORTL INT CONF MANAG			2017													6	Engineering, Electrical & Electronic	Engineering	BJ2RN	WOS:000419843900167					2019-12-05	
S	Bao, XG; Wang, LZ		Bao, Z; Trajcevski, G; Chang, L; Hua, W		Bao, Xuguang; Wang, Lizhen			Discovering Interesting Co-location Patterns Interactively Using Ontologies	DATABASE SYSTEMS FOR ADVANCED APPLICATIONS (DASFAA 2017)	Lecture Notes in Computer Science		English	Proceedings Paper	22nd International Conference on Database Systems for Advanced Applications (DASFAA)	MAR 27-30, 2017	Suzhou, PEOPLES R CHINA	Soochow Univ		Co-location pattern mining; Interactive; Ontology; Filter; Post-mining		Co-location pattern mining, which discovers feature types that frequently appear in a nearby geographic region, plays an important role in spatial data mining. Common frameworks for mining co-location patterns generate numerous redundant patterns. Thus, several methods were proposed to overcome this drawback. However, most of these methods did not guarantee that the extracted co-location patterns were interesting for being generally based on statistical information. Thus, it is crucial to help the decision-maker choose interesting co-location patterns with an efficient interactive procedure. This paper proposed an interactive approach to discover interesting co-location patterns. First, ontologies were used to improve the integration of user knowledge. Second, an interactive process was designed to collaborate with the user to find interesting co-location patterns efficiently. Finally, a filter was designed to reduce the number of discovered co-location patterns in the result set further. The experimental results on both synthetic and real data sets demonstrated the effectiveness of our approach.	[Bao, Xuguang; Wang, Lizhen] Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China	Wang, LZ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Dept Comp Sci & Engn, Kunming 650091, Yunnan, Peoples R China.	bbaaooxx@163.com; lzhwang@ynu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61472346, 61262069, 61662086]; Science Foundation of Yunnan Province [2016FA026, 2015FB149, 2015FB114]; Spectrum Sensing and borderlands Security Key Laboratory of Universities in Yunnan [C6165903]	This work was supported in part by grants (No. 61472346, No. 61262069, No. 61662086) from the National Natural Science Foundation of China, by grants (No. 2016FA026, No. 2015FB149, and No. 2015FB114) from the Science Foundation of Yunnan Province and by the Spectrum Sensing and borderlands Security Key Laboratory of Universities in Yunnan (C6165903).		19	4	4	0	1	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743	1611-3349	978-3-319-55705-2; 978-3-319-55704-5	LECT NOTES COMPUT SC			2017	10179						75	89		10.1007/978-3-319-55705-2_6			15	Computer Science, Information Systems; Computer Science, Theory & Methods	Computer Science	BJ2AO	WOS:000418599900006					2019-12-05	
S	Dong, L; Zhang, XL		Hu, YC; Sung, WT	IOP	Dong, Liang; Zhang, Xiaolu			Novel Search Schemes for Distributed Cooperative Data Centers	2017 INTERNATIONAL CONFERENCE ON CLOUD TECHNOLOGY AND COMMUNICATION ENGINEERING (CTCE2017)	Journal of Physics Conference Series		English	Proceedings Paper	International Conference on Cloud Technology and Communication Engineering (CTCE)	AUG 18-20, 2017	Guilin, PEOPLES R CHINA				CHORD; PEER	Distributed cooperative data centers provide a new data storage and data processing architecture over heterogeneous physical nodes. The major challenge faced by such architecture is to find the right data on some node efficiently. In this paper, we present two alternatives for data indexing based on Chord, a Peer to Peer (P2P) overlay structure, which redefine the routing table structure that underlies the Chord and achieve small search paths. First, we present a regional search algorithm that routes data keys queries by region and super-node information. The search process can be easily implemented via O(log K) hops, while maintaining O(log K) routing information with K regions in the Chord ring at each node. We further propose a Two-hop search based on the regional search scheme which aims to reduce the average search paths to a constant with O(log K) routing states about super-nodes. Results from theoretical analysis and simulations show that our improved routing algorithms can achieve higher search efficiency and the improved membership maintenances can keep routing information sufficiently up-to-date to validate higher search successful rate.	[Dong, Liang] Chinese Acad Sci, Yunnan Observ, Kunming, Yunnan, Peoples R China; [Zhang, Xiaolu] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Dong, L (reprint author), Chinese Acad Sci, Yunnan Observ, Kunming, Yunnan, Peoples R China.	dongliang@ynao.ac.cn; zxl@ynu.edu.cn			Youth Fund of National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11303094]; National Natural Science Foundation Astronomy Joint Fund of China [U1431113]; Applied Basic Research Program and Project of Yunnan Province of China [2015FB189]; Western Light A Class Talent Program of China; Scientific Research Foundation of the Educational Department of Yunnan Province [2015J0007]	This work is sponsored by Youth Fund of National Natural Science Foundation of China (11303094), National Natural Science Foundation Astronomy Joint Fund of China (U1431113), Applied Basic Research Program and Project of Yunnan Province of China (2015FB189), Western Light A Class Talent Program of China, and the Scientific Research Foundation of the Educational Department of Yunnan Province (No. 2015J0007).		20	0	0	0	3	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2017	910								UNSP 012022	10.1088/1742-6596/910/1/012022			11	Engineering, Electrical & Electronic; Physics, Multidisciplinary; Telecommunications	Engineering; Physics; Telecommunications	BJ2AC	WOS:000418559100022		Bronze, Other Gold			2019-12-05	
S	Gao, BZ; Du, SY; Li, XZ; Liu, FG		Hu, YC; Sung, WT	IOP	Gao, Baozhong; Du, Shouyan; Li, Xinzhi; Liu, Fangai			Research on the Application of Persona in Book Recommendation System	2017 INTERNATIONAL CONFERENCE ON CLOUD TECHNOLOGY AND COMMUNICATION ENGINEERING (CTCE2017)	Journal of Physics Conference Series		English	Proceedings Paper	International Conference on Cloud Technology and Communication Engineering (CTCE)	AUG 18-20, 2017	Guilin, PEOPLES R CHINA					Currently, there still exists a host of problems in the book recommendation system, such as low accuracy, weak correlation and poor pertinence. Aiming to unravel these problems, this paper based on the theory of big data and data mining technology, through analyzing internet user behavior and the "5C" model of personal credit evaluation, combined with joint impact weight calculation method, which involves user grade, borrowing credit, book friend recommendation degree, book friend recommended adoption degree, borrowing frequency, borrowing number, and borrowing time interval. User activity and credit are also taken into account in the process of establishing user tagging system so as to build classified book recommendation service. This method is of universal meaning to the book recommendation service of smart campus with user as the core under big data environment.	[Gao, Baozhong; Liu, Fangai] Shandong Normal Univ, Inst Informat Sci & Technol, Jinan, Shandong, Peoples R China; [Du, Shouyan] Chinese Acad Sci, Super Comp Ctr, Comp Network Informat Ctr, Beijing, Peoples R China; [Li, Xinzhi] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Gao, BZ (reprint author), Shandong Normal Univ, Inst Informat Sci & Technol, Jinan, Shandong, Peoples R China.	gaobaozhong@sdnu.edu.cn; dushouyan17@mails.ucas.ac.cn; lixinzhikm@outlook.com						9	0	0	0	1	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2017	910								UNSP 012023	10.1088/1742-6596/910/1/012023			8	Engineering, Electrical & Electronic; Physics, Multidisciplinary; Telecommunications	Engineering; Physics; Telecommunications	BJ2AC	WOS:000418559100023		Bronze, Other Gold			2019-12-05	
S	Cao, J; Liu, HW; Yi, L		Zhou, J; Zhu, P		Cao, Jing; Liu, Hanwen; Yi, Lin			Improvement of ERP Sand Table Simulation Operation Based on Network Platform	PROCEEDINGS OF THE 2017 2ND INTERNATIONAL CONFERENCE ON MATERIALS SCIENCE, MACHINERY AND ENERGY ENGINEERING (MSMEE 2017)	AER-Advances in Engineering Research		English	Proceedings Paper	2nd International Conference on Materials Science, Machinery and Energy Engineering (MSMEE)	MAY 13-14, 2017	Dalian, PEOPLES R CHINA			Network platform; ERP; Simulation business		ERP sand table simulation business offer students through the role-play in the virtual market environment, which experience manufacturing business process. In the ERP sand table simulation business process, students knowledge, individual differences, teaching time and other factors will affect the effect of the course. Based on the network platform, flip classroom can be introduced in ERP sand table simulation confrontation which effectively optimize the existing curriculum design, meanwhile, based on the network platform could through the construction of virtual communities to effectively expand the curriculum.	[Cao, Jing] Yunnan Univ, Dianchi Coll, Sch Accounting, Kunming, Yunnan, Peoples R China; [Liu, Hanwen] Univ Otago, Sch Management, Dunedin, New Zealand; [Yi, Lin] Yunnan Normal Univ, Sch Business & Management, Coll Arts & Sci, Kunming, Yunnan, Peoples R China	Cao, J (reprint author), Yunnan Univ, Dianchi Coll, Sch Accounting, Kunming, Yunnan, Peoples R China.	84495166@qq.com; 32751918@qq.com; 605647092@qq.com						7	0	0	0	0	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-5401		978-94-6252-346-3	AER ADV ENG RES			2017	123						164	168					5	Engineering, Multidisciplinary; Materials Science, Multidisciplinary	Engineering; Materials Science	BJ0TW	WOS:000417218300034					2019-12-05	
S	Wu, MJ; Yang, J		Zhou, J; Zhu, P		Wu, Mengjiao; Yang, Jun			An ultrasonic ranging system based on FPGA	PROCEEDINGS OF THE 2017 2ND INTERNATIONAL CONFERENCE ON MATERIALS SCIENCE, MACHINERY AND ENERGY ENGINEERING (MSMEE 2017)	AER-Advances in Engineering Research		English	Proceedings Paper	2nd International Conference on Materials Science, Machinery and Energy Engineering (MSMEE)	MAY 13-14, 2017	Dalian, PEOPLES R CHINA			FPGA; Ultrasonic ranging; Dual-core FFT		FPGA is a high-precision logic device with fast running speed, rich internal resources and reconfigurable strength. This paper puts forward some new ideas for realizing high performance ultrasonic ranging system. This paper investigates the high precision and real-time ultrasonic ranging technology, and designs and completes the design and hardware realization of an ultrasonic system based on FPGA. The system can effectively solve the shortcomings of traditional ultrasonic ranging system in reliability, debugging, real time and measuring accuracy. The system can meet the requirement of the vehicle avoiding, automatic navigation, etc.	[Wu, Mengjiao; Yang, Jun] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Wu, MJ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	344786838@qq.com; junyang@ynu.edu.cn						5	0	0	1	2	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-5401		978-94-6252-346-3	AER ADV ENG RES			2017	123						1469	1476					8	Engineering, Multidisciplinary; Materials Science, Multidisciplinary	Engineering; Materials Science	BJ0TW	WOS:000417218300266					2019-12-05	
S	Dou, LY; Xu, D; Chen, H; Liu, YC		Falco, CM; Jiang, X		Dou, Liyun; Xu, Dan; Chen, Hao; Liu, Yicheng			Image De-noising Based on Mathematical Morphology and Multi-objective Particle Swarm Optimization	NINTH INTERNATIONAL CONFERENCE ON DIGITAL IMAGE PROCESSING (ICDIP 2017)	Proceedings of SPIE		English	Proceedings Paper	9th International Conference on Digital Image Processing (ICDIP)	MAY 19-22, 2017	Hong Kong, PEOPLES R CHINA	Int Assoc Comp Sci & Informat Technol, Sichuan Province Comp Federat, SW Jiaotong Univ		image de-noising; mathematical morphology; multi-objective optimization; particle swarm		To overcome the problem of image de-noising, an efficient image de-noising approach based on mathematical morphology and multi-objective particle swarm optimization (MOPSO) is proposed in this paper. Firstly, constructing a series and parallel compound morphology filter based on open-close (OC) operation and selecting a structural element with different sizes try best to eliminate all noise in a series link. Then, combining multi-objective particle swarm optimization (MOPSO) to solve the parameters setting of multiple structural element. Simulation result shows that our algorithm can achieve a superior performance compared with some traditional de-noising algorithm.	[Dou, Liyun; Xu, Dan; Chen, Hao; Liu, Yicheng] Yunnan Univ, Informat Coll, Kunming 650500, Yunnan, Peoples R China	Xu, D (reprint author), Yunnan Univ, Informat Coll, Kunming 650500, Yunnan, Peoples R China.	danxu@ynu.edu.cn			NSFC projectsNational Natural Science Foundation of China [61163019, 61540062, 61271361]; Key project of Yunnan applied basic research program [2014FA021]; Digital Media Technology Key Laboratory of Universities in Yunnan	This work is supported by NSFC projects (No. 61163019, No. 61540062, No. 61271361), Key project of Yunnan applied basic research program (No. 2014FA021), and Digital Media Technology Key Laboratory of Universities in Yunnan.		14	0	0	1	3	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1305-8; 978-1-5106-1304-1	PROC SPIE			2017	10420		1						UNSP 104202I	10.1117/12.2281560			5	Imaging Science & Photographic Technology	Imaging Science & Photographic Technology	BI4ZH	WOS:000412113300089					2019-12-05	
