Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Dynamic Fair Division of Multiple Resources with Satiable Agents in Cloud Computing Systems","20161502230411","Liu, Xi (1); Zhang, Xiaolu (1); Zhang, Xuejie (1); Li, Weidong (1) ","(1) Yunnan University, Kunming, China ","Li, Weidong(weidong@ynu.edu.cn) ","Proceedings - 2015 IEEE 5th International Conference on Big Data and Cloud Computing, BDCloud 2015","Proc. - IEEE Int. Conf. Big Data Cloud Comput., BDCloud","IEEE Computer Society","Institute of Electrical and Electronics Engineers Inc.","","","131-136","October 27, 2015","Proceedings - 2015 IEEE 5th International Conference on Big Data and Cloud Computing, BDCloud 2015","","1of1","2015","English","","","","9781467371834","10.1109/BDCloud.2015.71","7310728","5th IEEE International Conference on Big Data and Cloud Computing, BDCloud 2015","August 26, 2015 - August 28, 2015","Dalian, China","118494","","Conference article (CA)","Dynamic multi-resource fair allocation became an important topic for cloud resource management. We consider a generalized version of the dynamic multi-resource fair allocation problem, where an agent is satisfied when all tasks it submitted can be processed. We design a generalized dynamic dominant resource fairness mechanism, and develop a combinatorial algorithm to find a fair allocation. Experimental results show that the solution produced by the proposed mechanism is close to the optimal solution. © 2015 IEEE.","16","Dynamics","Big data - Cloud computing - Combinatorial mathematics","Combinatorial algorithm - dominant resource fairness - Fair allocation - Fair divisions - Multi-resource - Multiple resources - Optimal solutions - Resource management","722.4 Digital Computers and Systems - 723.2 Data Processing and Image Processing - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,"Number: 11301466, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61170222, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The work is supported in part by the National Natural Science Foundation of China [Nos. 61170222, 11301466], and the Natural Science Foundation of Yunnan Province of China [No. 2014FB114].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Block medical image fusion based on adaptive PCNN","20160801983714","Yang, Hengfen (1); Jin, Xin (1); Zhou, Dongming (1) ","(1) Yunnan University, Kunming, Yunnan; 650091, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS","Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS","","IEEE Computer Society","2015-November","","330-333","November 25, 2015","ICSESS 2015 - Proceedings of 2015 IEEE 6th International Conference on Software Engineering and Service Science","","1of1","2015","English","23270586","23270594","","9781479983520","10.1109/ICSESS.2015.7339067","7339067","6th IEEE International Conference on Software Engineering and Service Science, ICSESS 2015","September 23, 2015 - September 25, 2015","Beijing, China","118376","","Conference article (CA)","We proposed an effective block medical image fusion method based on adaptive pulse coupled neural networks (PCNN) in this paper. Source images are divided into several blocks, and then we calculate the spatial frequency (SF) of the blocks as linking strength β of the PCNN, so it adjusts β of the PCNN adaptively. The block images are input into PCNN to get the oscillation frequency graph (OFG), which expresses the quality of the block images, so we can fuse the clear part of the source images. The experimental results show that the block medical image fusion algorithm is more efficient than other common image fusion algorithms, and prove the adaptive PCNN method is effectively as well. © 2015 IEEE.","12","Image fusion","Medical imaging - Neural networks - Software engineering","Image fusion algorithms - Linking strength - Oscillation frequency - Pulse coupled neural network - Source images - spatial frequenc - Spatial frequency","723.1 Computer Programming - 723.2 Data Processing and Image Processing - 746 Imaging Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Security Protocol Model of Internet of Things for Resisting Known Plaintext Attack","20191506744033","Shen, Yong (1, 2); Li, Yan (1); Kang, Hongwei (1, 2); Sun, Xingping (1); Chen, Qingyi (1, 2); Zang, Chuanyu (1) ","(1) School of Software, Yunnan University, Kunming, Yunnan; 650091, China (2) Key Laboratory for Software Engineering of Yunnan Province Republic of China, Yunnan University, Kunming, Yunnan; 650091, China ","Shen, Yong(sheny@ynu.edu.cn) ","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","China University of Petroleum; Yanshan University","Institute of Physics Publishing","1176","4","","March 26, 2019","2018 International Seminar on Computer Science and Engineering Technology, SCSET 2018 - Information Technology","","4 of 6","2019","English","17426588","17426596","","","10.1088/1742-6596/1176/4/042001","042001","2018 International Seminar on Computer Science and Engineering Technology, SCSET 2018","December 17, 2018 - December 18, 2018","Shanghai, China","146461","","Conference article (CA)","Based on the current research status of security problems in the Internet of things and the communication characteristics of the internet of things, an Internet of things security protocol model that can resist known plaintext attacks was proposed. It realizes identity authentication, key distribution and data encryption in the process of information interaction. By using Casper and FDR tool to model and formalize the security protocol proposed, the security of this protocol was proved. The performance of the protocol was analyzed by comparing it with other IoT security protocols and calculating the expected network communication overhead. © 2018 Published under licence by IOP Publishing Ltd.","9","Network security","Cryptography - Internet of things - Internet protocols - Network protocols","Current research status - Identity authentication - Information interaction - Key distribution - Known-plaintext attacks - Network communication overhead - Security problems - Security protocols","723 Computer Software, Data Handling and Applications",,"","This work is funded by the Open Foundation of Key Laboratory of Software Engineering of Yunnan Province under Grant No. 2015SE204 and Open Foundation of Key Laboratory of Software Engineering of Yunnan Province under Grant No. 2012SE306.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Automatic document classification using convolutional neural network","20191406738777","Sun, Xingping (1); Li, Yibing (1); Kang, Hongwei (2); Shen, Yong (2) ","(1) School of Software, Yunnan University, Kunming, China (2) Key Laboratory for Software Engineering of Yunnan Province Republic of China, Yunnan University, Kunming, Yunnan, China ","Sun, Xingping(xpsun@mail.ynu.edu.cn) ","Journal of Physics: Conference Series","J. Phys. Conf. Ser.","China University of Petroleum; Yanshan University","Institute of Physics Publishing","1176","3","","March 26, 2019","2018 International Seminar on Computer Science and Engineering Technology, SCSET 2018 - Robotics and Artificial Intelligence","","3 of 6","2019","English","17426588","17426596","","","10.1088/1742-6596/1176/3/032029","032029","2018 International Seminar on Computer Science and Engineering Technology, SCSET 2018","December 17, 2018 - December 18, 2018","Shanghai, China","146461","","Conference article (CA)","Official document classification is an integral essential part of daily archives administration. The traditional manual document classification method is time-consuming and labour-intensive, and the classification effect cannot be fully guaranteed. With the popularity of computers and the development of machine learning, the convolutional neural network model is becoming more and more mature, and the CNN model is suitable for the problems encountered in the current official document classification. This paper proposed a model based on convolutional neural network to solve the problem of official document classification. To train and test the model, we manually classify the dataset into ten categories according to the classification of college archives entities. And it was trained on a dataset with size of 6765. And on the testing dataset with size of 676, it reached an accuracy of 90%. And for comparison, we also trained a LSTM model and a GRU model (they are both popular in the natural language processing field), and results showed that the automatic official document classification method based on convolutional neural network can improve the efficiency of traditional official document classification. Also, it provides a new way of thinking for the solution of the official document classification problem. © Published under licence by IOP Publishing Ltd.","9","Information retrieval systems","Classification (of information) - Convolution - Learning algorithms - Learning systems - Long short-term memory - Natural language processing systems - Problem solving - Statistical tests","CNN models - Convolutional neural network - Document Classification - Labour-intensive - Model-based OPC - NAtural language processing","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 903.3 Information Retrieval and Use - 922.2 Mathematical Statistics",,"","This work is funded by the Open Foundation of Key Laboratory of Software Engineering of Yunnan Province under Grant No. 2015SE204. The dataset is provided by Kunming Medical University.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study of the issues and strategies on freeways of China's West and its countermeasures","20074610921052","Yang, Weihui (1); Wang, Jianping (1); Bai, Liang (1) ","(1) YunNan University, China ","Yang, W.(yuealisa@yahoo.com.cn) ","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","IEEE Int. Conf. Serv. Oper. Logist. Inform.","","Inst. of Elec. and Elec. Eng. Computer Society, 445 Hoes Lane - P.O.Box 1331, Piscataway, NJ 08855-1331, United States","","","145-147","2006","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","","","2006","English","","","1424403189","9781424403189","10.1109/SOLI.2006.235385","1700853","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","June 21, 2006 - June 23, 2006","Shanghai, China","70555","","Conference article (CA)","our western region's geology is very complex. The development of economy lags behind. The level of urbanization is very low. Those characteristics made the development of western highway face some obstacles such as: high cost per kilometer, lack of funds, and the low benefit of highway. This essay analyzes these problems and the reasons behind, then gives countermeasures. © 2006 IEEE.","5","Highway systems","Costs - Innovation - Urban planning","Cost control - Financing channel - Technology innovation","403.1 Urban Planning and Development - 406.1 Highway Systems - 911 Cost and Value Engineering; Industrial Economics - 912 Industrial Engineering and Management","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Structure and regeneration dynamics of three subtropical midmontane moist evergreen broad-leaved forests in southwestern China, with special reference to bamboo in the forest understories","20080711090891","Tang, Cindy Q. (1); Li, Tianxing (1); Zhu, Xiaohong (1) ","(1) Institute of Ecology and Geobotany, Yunnan University, Kunming, 650091, China ","Tang, C.Q.(cindytang@ynu.edu.cn) ","Canadian Journal of Forest Research","Can. J. For. Res.","","National Research Council of Canada, Buiding M 55, Ottawa, ONT K1A 0R6, Canada","37","12","2701-2714","December 2007","","","","2007","English","00455067","","","","10.1139/X07-101","","","","","","CJFRAR","Journal article (JA)","Two midmontane moist evergreen broad-leaved forests on the Ailao Mountains, Yunnan, and one on Mount Emei, Sichuan, southwestern China were studied to characterize the forest structure and dynamics as manifested in size, age, canopy gaps, regeneration modes, and the survival of seedlings. The most dominant canopy trees were species of Lithocarpus and Castanopsis of Fagaceae along with species of Machilus of Lauraceae and of Schima of Theaceae. The vertical structures of the forests were multilayered. All the canopy species had multimodal-shaped size and age distributions. In each forest of the study sites, the mean size of a canopy gap, caused mainly by the death of canopy trees, was smaller than 65 m2. No surviving seedlings of Fagaceae species were found in understories having bamboo with a coverage greater than 25% in any quadrat of the three forests. The poor seedling bank in the study forests is apparently due to the presence of bamboo in the understory. The tree regeneration may be synchronously related to the bamboo flowering event (interval approximately 55-60 years). © 2007 NRC.","45","Forestry","Environmental engineering - Moisture","Fagaceae species - Forest structure","443.1 Atmospheric Properties - 454 Environmental Engineering - 821.0 Woodlands and Forestry","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of stress inhomogeneous coefficient of a continuous rigid frame bridge during construction stage","20184706115239","Shi, Jing-Xian (1); Ran, Zhi-Hong (2); Zhao, Lu-Chang (2) ","(1) Oxbridge College, Kunming University of Science and Technology, KunMing, Yunnan; 650106, China (2) Yunnan University, KunMing Yunnan; 650106, China ","Shi, Jing-Xian(sara_shivip@163.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","175","","","July 2, 2018","2018 International Forum on Construction, Aviation and Environmental Engineering-Internet of Things, IFCAE-IOT 2018","","1 of 1","2018","English","","2261236X","","","10.1051/matecconf/201817503016","03016","2018 International Forum on Construction, Aviation and Environmental Engineering-Internet of Things, IFCAE-IOT 2018","May 11, 2018 - May 13, 2018","Guangzhou, China","141840","","Conference article (CA)","The box section which can meet the requirements of wider deck is widely used in the construction of continuous rigid frame bridge. However, the shearing force lag is very obvious, which causes the inhomogeneous distribution of stress in the cross section, and it may threaten the safety of the bridge structure when it is serious. Taking a continuous rigid frame bridge located in Yunnan, China as an example, this paper establishes the finite element calculation model of the bridge to analyze the stress inhomogeneity in the construction stage. The results show that the shear lag coefficient of the section is constantly changing during the dynamic process of construction, with the increase of the length of the cantilever, the shear lag coefficient gradually converges to 1; prestress is the most important factor that causes the lateral inhomogeneity of the positive stress. © The Authors, published by EDP Sciences 2018.","6","Bridges","Environmental engineering - Fiber optic sensors - Internet of things - Rigidity","Bridge structures - Construction stages - Continuous rigid frame bridges - Dynamic process - Inhomogeneities - Inhomogeneous distribution - Lateral inhomogeneity - Positive stress","401.1 Bridges - 723 Computer Software, Data Handling and Applications - 741.1.2 Fiber Optics - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simultaneous extraction and preconcentration of palladium and platinum from alkaline cyanide solution by hexadecylpyridinium bromide","20165103153334","Li, Rong (1); Zhang, Jin-Yang (1); Chen, Mu-Hang (1); Wu, Sheng-Jie (1); Liu, Yang (1); Li, Jin-Fei (1); Huang, Zhang-Jie (1) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming; 650091, China ","Huang, Zhang-Jie(Zhjhuang@ynu.edu.cn) ","Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","","Central South University of Technology","26","11","2449-2460","November 1, 2016","","","","2016","Chinese","10040609","","","","","","","","","","ZYJXFK","Journal article (JA)","Abastract: Simultaneous extraction and preconcentration of Pd(II) and Pt(II) from alkaline cyanide solution using hexadecylpyridinium bromide (HPB) as extractant were investigated. The factors affecting extraction and preconcentration efficiency, including diluent type, concentration of hexadecylpyridinium bromide, content of modifier, phase ratio (O/A), contact time of aqueous and organic phase, concentrations of Pd(II) and Pt(II) and pH value of solution, were studied. The results indicate that, at concentration of hexadecylpyridinium bromide (HPB) 0.05 mol/L, content of n-octyl alcohol 30% (volume fraction), phase ratio (O/A)=1:5, pH values 10.5 contact time of 5 min, Pd(II) ( © 2016, Science Press. All right reserved.","41","Palladium compounds","Alcohols - Alkalinity - Binary alloys - Cyanides - Extraction - Flotation - Palladium - pH - Platinum - Platinum compounds - Thallium alloys - Ultraviolet spectroscopy","Alkaline cyanide solution - Ammonium thiocyanate - Enrichment factors - Extraction mechanisms - Hexadecylpyridinium - Pre-concentration - Simultaneous extractions - Stripping agents","547.1 Precious Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 801.1 Chemistry, General - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds",,"Number: 2013HA010, Acronym: -, Sponsor: -; Number: 2014HA010, Acronym: -, Sponsor: -; Number: 2014CB643406, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Project (51264038) supported by the National Natural Science Foundation of China; Project (2014CB643406) supported by the Major State Basic Research Development Program of China; Project (2013HA010, 2014HA010) supported by Academician Free Exploration Project of Yunnan Province, China; Project supported by Engineering Research Center of Photocatalytic Treatment of Industrial Wastewater of Yunnan Province, China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Current status of green curriculum in higher education of Mainland China","20134516953464","Xiong, Huabin (1, 2); Fu, Denggao (1, 3); Duan, Changqun (1, 3); Liu, Chang E. (1, 3); Yang, Xueqing (3); Wang, Renqing (4) ","(1) Institute of Environmental Sciences and Ecological Restoration, Yunnan University, Kunming, Yunnan 650091, China (2) School of Chemistry and Biotechnology, Yunnan University of Nationalities, Kunming, Yunnan 650500, China (3) Yunnan Key Laboratory for Bioresource Conservation and Utilization, Yunnan University, Kunming, Yunnan 650091, China (4) Institute of Ecology and Biodiversity, Shandong University, Jinan, Shandong 250100, China ","Duan, C.(chqduan@ynu.edu.cn) ","Journal of Cleaner Production","J. Clean. Prod.","","Elsevier Ltd","61","","100-105","December 15, 2013","","","","2013","English","09596526","","","","10.1016/j.jclepro.2013.06.033","","","","","","JCROE8","Journal article (JA)","Providing environmental education in colleges and universities is a major strategy to cope with the mounting pressure of environmental problems that come with the rapid economy development in China. However, the provision of environmental studies and the incorporation of environmental protection and sustainable development into the academic curricula have not been reported. Here, we analyzed the curricula of 267 out of 810 public universities and colleges in China- a sample of 30% from each of the 12 different types (China's universities are categorized 12 types as agriculture, forestry, engineering, comprehensive colleges, education, ethnic study, medicine, economics, law, arts, language and sports). The results showed that 19.47% of the sampled institutions failed to establish a comprehensive environmental education framework; the education is 'greener' in agriculture- and forestry-based institutions, while those focus on sports, art and linguistics are less successful in addressing environmental problems; the institutions funded by the Ministry of Education provide relatively 'greener' education than those funded by local and provincial governments. Moreover, the institutions located in underdeveloped areas are less concerned with environmental education than those in more developed area, as reflected by their academic curricula. The level of environmental education is also significantly higher in the 'Project 985' universities (the top 39 universities in the country) and the 'Project 211' universities (the top 116 universities in the country) than any other universities. The number of textbooks published that address environmental issues showed an increase between year 2005 and 2010, but less significantly in literature, philosophy and education-related textbooks. Our results indicate that environmental education needs to be improved in most of the institutions of higher education in China, and it should be systematically assessed and improved to meet the nation's rising demands in sustainable development, nature and resource conservation. © 2013 Published by Elsevier Ltd.","41","Sustainable development","Conservation - Curricula - Economics - Environmental protection - Forestry - Planning - Sports - Sports medicine - Textbooks - Timber","Colleges and universities - Environmental education - Environmental problems - Environmental studies - Green curricula - Institutions of higher educations - Ministry of Education - University curricula","454.2 Environmental Impact and Protection - 461.3 Biomechanics, Bionics and Biomimetics - 461.6 Medicine and Pharmacology - 901.2 Education - 903.2 Information Dissemination - 912.2 Management - 971 Social Sciences",,"Number: 2012T001, Acronym: -, Sponsor: -; Number: 2012ZX07102-003, Acronym: -, Sponsor: -; Number: U1133604, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 30760049, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We thank Dr. Wang Yutao and two anonymous reviewers for their comment. We would also like to thank Dr. Wong Hang Gi for help in improving the English manuscript. This research was sponsored by National Key Sciences and Technology Program for Water Solutions ( 2012ZX07102-003 ), Natural Science Foundation of China ( U1133604 , 30760049 ), the Scientific Research and Technological Development Project of Yunnan ( 2012T001 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Management pattern exploration and case study of highway investment control in Chinese mountainous area","20074610921051","Wang, Jianping (1); Wang, Yuanxiao (1); Lü, Genyan (1) ","(1) Yunnan University, China ","Wang, J. ","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","IEEE Int. Conf. Serv. Oper. Logist. Inform.","","Inst. of Elec. and Elec. Eng. Computer Society, 445 Hoes Lane - P.O.Box 1331, Piscataway, NJ 08855-1331, United States","","","137-144","2006","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","","","2006","English","","","1424403189","9781424403189","10.1109/SOLI.2006.235225","1700852","2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006","June 21, 2006 - June 23, 2006","Shanghai, China","70555","","Conference article (CA)","Along with the continual, healthy and fast development of our national economy, the road infrastructure construction maintains the tendency of high-speed development. The highway even has big progress whose main body is national main line system. Especially since 1998, the annual investment in national highway has been over hundred billion yuan, and road construction has reached a new historic level in recent years. The country requests that in 2007 the national main line should be constructed into highway completely. However, because the geological condition in Chinese western area is complex (above 90% of it is mountainous area), highway construction and development face a series of challenges. The comparatively outstanding things among them are: First, the cost of road construction is very high (the highest can reach 50 to 60 million yuan per kilometer), which is 3 to 5 times of the construction inland; Second, it is difficult to build, the proportion of bridges and tunnels is more than 50 percent in some highway construction; Third, more than 90% road construction projects exceed budgetary estimate, some of which exceed it at more than 30%, so it is more difficult to control the investment. Through the analyses of influent factors and difficulties of the highway construction investment control in Chinese mountainous areas, this article suggests a management system of highway construction investment control which is suitable in the mountainous area, and carries on analyses of a real example. © 2006 IEEE.","10","Highway administration","Bridges - Highway systems - Investments - Road construction - Tunnels","Empirical analysis - Highway in mountainous area - Investment control - Management mode","912.2 Management - 911.2 Industrial Economics - 432.1 Highway Transportation, General - 406.1 Highway Systems - 405.2 Construction Methods - 401.2 Tunnels and Tunneling - 401.1 Bridges","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A content-aware image resizing method with prominent object size adjusted","20111313876439","Shi, Meiling (1); Yang, Lei (1); Peng, Guoqin (1); Xu, Dan (1) ","(1) Yunnan University, China ","Shi, M.(mlshi@mail.ynu.edu.cn) ","Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST","Proc. ACM Symp. Virtual Reality Softw. Technol. VRST","","Association for Computing Machinery","","","175-176","2010","Proceedings - VRST 2010: ACM Symposium on Virtual Reality Software and Technology","","","2010","English","","","","9781450304412","10.1145/1889863.1889901","","","","","","","Conference article (CA)","A novel method that prominent object size can be controlled during image resizing is proposed in this paper. By a simple parameter adjustment, this new method can change the primary object size according to user preference. To accomplish this, we present a new quad distortion energy criterion by considering both the shape and the size of a quad. Moreover, we improve the single resolution visual attention model based on the rarity of features to a multiresolution saliency model. Then, redefine the significance map as the weighted average of this multi-resolution saliency result and gradient magnitude Copyright © 2010 by the Association for Computing Machinery, Inc.","2","Behavioral research","Virtual reality","Content-aware image resizing - Gradient magnitude - Parameter adjustments - Prominent objects - Resizing - Significance maps - Visual attention model - Warping","723 Computer Software, Data Handling and Applications - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Poisson cloning using bilateral image coarsening","20111113748641","Wu, Hao (1); Xu, Dan (1) ","(1) Yunnan University, China ","Wu, H.(coolbeary@163.com) ","Proceedings of the 2nd International Conference on Internet Multimedia Computing and Service, ICIMCS'10","Proc. Int. Conf. Internet Multimedia Comput. Serv., ICIMCS","","Association for Computing Machinery","","","49-52","2010","Proceedings of the 2nd International Conference on Internet Multimedia Computing and Service, ICIMCS'10","","","2010","English","","","","9781450304603","10.1145/1937728.1937740","","","","","","","Conference article (CA)","Poisson cloning can clone a source patch to target image seamlessly given a constant boundary condition, but it usually results in 'bleeding artifact' near the boundary, which is difficult to prevent only by boundary optimization. To address the problem, we switch Poisson cloning to bilateral image coarsening (BIC) space that binds similar pixels together in smooth regions and leaves pixels across edges independent to reduce the bleeding artifact. We present three ways to project Poisson cloning into the BIC space. Direct projection projects a result image into BIC space by solving a minimization problem. Gradient projection projects boundary and gradient of a source patch instead of the cloned image, which is more robust and is more consist with the operation of Poisson cloning. Modified gradient projection computes a correction function with deleted gradient of boundary in BIC space, and it improves the computation performance while it can obtain the similar result as gradient projection when the regions near the boundary are smooth. Experimental results demonstrate that our method reduces the bleeding artifact significantly and the sacrifice of performance is quite small. Copyright 2010 ACM.","8","Cloning","Boundary conditions - Pixels","BIC space - Bleeding artifact - Computation performance - Correction function - Direct projections - Gradient projections - Minimization problems - Smooth regions","461.8.1 Genetic Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An efficient approach for generating pencil filter and its implementation on GPU","20083111428661","Xie, Dang-En (1); Zhao, Yang (2); Xu, Dan (1) ","(1) Yunnan University (2) Yunnan Normal University ","Xie, D.-E.(xde820@sina.com.cn) ","Proceedings of 2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","Proc. IEEE Int. Conf. Comput. Aided Des. Comput. Graph., CAD/Graph.","Chinese Computer Federation; et al.; IEEE Beijing Section; Institute of Computer Science and Technology, Peking University; National Natural Science Foundation of China; School of EECS, Peking University","IEEE Computer Society","","","185-190","2007","Proceedings of 2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","","","2007","English","","","","9781424415793","10.1109/CADCG.2007.4407878","4407878","2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","October 15, 2007 - October 18, 2007","Beijing, China","72855","","Conference article (CA)","Traditional pencil drawing methods have their own drawbacks, such as modeling complexity and higher time-consuming. Thus, they are difficult to be suitable for the real-time rendering. In this paper, we present a new pencil texture generating method based on the pencil filter. This approach can conveniently generate the pencil drawing effect by convoluting the input image with the pencil filter. With the help of accelerating hardware GPU (Graphics Processing Unit), the method accomplished real-time video stylization. © 2007 IEEE.","11","Graphics processing unit","Computer aided design - Computer graphics - Computer graphics equipment - Image coding - Program processors - Textures","Input image - Model complexity - Pencil drawing - Pencil filter - Real time videos - Real-time rendering - Texture generating method","722.2 Computer Peripheral Equipment - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characteristics of a two-class polling system model","20152300911349","Yang, Zhijun (1, 2); Ding, Hongwei (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming; 650091, China (2) Academy for Educational Science Research, Educational Department of Yunnan Province, Kunming; 650223, China ","Yang, Zhijun ","Tsinghua Science and Technology","Tsinghua Sci. Tech.","","Tsinghua University Press","19","5","516-520","October 1, 2014","","","","2014","English","10070214","18787606","","","10.1109/TST.2014.6919828","","","","","","TSTEF7","Journal article (JA)","Polling system models have a wide range of important applications including time-sharing computer systems, industrial control, communications, and computer networks. In this paper, we propose a two-class priority-based polling system that uses gated and exhaustive services to achieve the priority-based scheme. This model is set up according to the method of the imbedded Markov chain theory and the generation function and explicitly analyzes key system performance characteristics including mean queue length, cyclic time, and throughput. Theoretical and simulation results are identical and demonstrate the efficiency of the model. © 2014 Tsinghua University Press.","14","Computer control systems","Computer networks - Markov processes - Time sharing systems - Voting machines","Exhaustive service - Gated services - Industrial controls - Markov Chain theory - Mean queue lengths - Performance characteristics - Polling system - Priority-based","601.1 Mechanical Devices - 722.4 Digital Computers and Systems - 723.5 Computer Applications - 922.1 Probability Theory",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Automatic and real-time video stylization","20083111428724","Zhao, Yang (1); Xu, Dan (2) ","(1) Yunnan Normal University (2) Yunnan University ","Zhao, Y.(bootcool@163.com) ","Proceedings of 2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","Proc. IEEE Int. Conf. Comput. Aided Des. Comput. Graph., CAD/Graph.","Chinese Computer Federation; et al.; IEEE Beijing Section; Institute of Computer Science and Technology, Peking University; National Natural Science Foundation of China; School of EECS, Peking University","IEEE Computer Society","","","505-508","2007","Proceedings of 2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","","","2007","English","","","","9781424415793","10.1109/CADCG.2007.4407941","4407941","2007 10th IEEE International Conference on Computer Aided Design and Computer Graphics, CAD/Graphics 2007","October 15, 2007 - October 18, 2007","Beijing, China","72855","","Conference article (CA)","In this paper, we present an automatic, real-time video stylization framework that artistically stylizes video stream by using bilateral filter and soft color quantization. In this framework, firstly, we use a separable implementation of bilateral filter as an adaptive and iterative smoothing operation that selectively simplifies image color, leading to an abstracted look. Secondly, we perform a soft color quantization step on the abstracted video. Successively, some optional approaches are designed to generate different artistic styles. The framework is designed for a GPU-based, real-time implementation. We evaluate the effectiveness of our stylization framework with the experiment results. © 2007 IEEE.","10","Computer aided design","Abstracting - Color - Computer graphics - Image compression - Nonlinear filtering - Real time control","Bilateral filters - Color quantization - Gpu-based - Image color - Real time videos - Real-time implementations - Smoothing operation","716.1 Information Theory and Signal Processing - 723.5 Computer Applications - 731 Automatic Control Principles and Applications - 741.1 Light/Optics - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
