Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Sustainability Evaluation of the Ecological Footprint of Rural Residential Houses with Difference Martials","20183505756693","Liu, Ming (1); Zhang, Baogang (2); Ren, Jingwei (1); Gu, Honglei (1); Yuan, Jie (1) ","(1) Laboratory of Building Technology, Dalian University of Technology, Dalian; 116024, China (2) Laboratory of Building Environment and New Energy Resources, Faculty of Infrastructure Engineering, Dalian University of Technology, Dalian; 116024, China ","Liu, Ming(liumingyitj@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032040","032040","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The building energy consumption accounts for a significant proportion in the total energy consumption. In the paper, we provided a quantitative evaluation method of house sustainability based on ecological footprint theory. To compare the ecological footprint of different materials houses in the northern urban and rural areas of China with the ecological footprint in the world, four models of different residences with different materials were built to calculate the ecological footprints in whole life cycle. The results show that if we could reduce the ecological footprint of rural houses, the new energy-saving technologies and low-carbon supply systems will be applied in construction and materials with less ecological footprint will be used. Architects could search for much more design methods to reduce the ecological footprint of rural house in whole life cycle. © Published under licence by IOP Publishing Ltd.","10","Ecology","Bridge decks - Composite materials - Energy conservation - Energy utilization - Houses - Manufacture - Rural areas - Sustainable development","Building energy consumption - Ecological footprint - Quantitative evaluation methods - Rural residential - Sustainability evaluations - Total energy consumption - Urban and rural areas - Whole life cycles","401.1 Bridges - 402.3 Residences - 454.3 Ecology and Ecosystems - 525.2 Energy Conservation - 525.3 Energy Utilization - 537.1 Heat Treatment Processes - 951 Materials Science",,"Number: 51638003, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: DUT17RW118, Acronym: -, Sponsor: Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province; ","This work was financially supported by The State Key Program of National Natural Science Foundation of China (Project No. 51638003) and the Fundamental Research Funds for the Central Universities (DUT17RW118)","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Polling multiple access protocol based on the waiting time and channel state","20083911605980","Zhang, Yu-Mei (1); Zhang, Xin (1); Yang, Da-Cheng (1); Zhao, Dong-Feng (2) ","(1) School of Telecommunication Engineering, Beijing University of Posts and Telecommunications, Beijing 100876, China (2) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Zhang, Y.-M.(god_zym@tom.com) ","Beijing Youdian Daxue Xuebao/Journal of Beijing University of Posts and Telecommunications","Beijing Youdian Daxue Xuebao","","Beijing University of Posts and Telecommunications","31","4","126-129","August 2008","","","","2008","Chinese","10075321","","","","","","","","","","BYXBEV","Journal article (JA)","Dynamic limited polling multiple access protocol based on waiting time of packets and channel state is proposed. This protocol adaptively controls the polling process according to the instantaneous waiting time of packets and the channel state for each node, and serves the one with the longest packet waiting time and good channel state first in each polling cycle. By means of imbedded Markov chain theory and vacation queue model, the model and its performance analysis of that protocol are given assuming that channel is modeled as a two-state Markov chain. By comparing with the basic polling system, it is shown that the proposed system can reduce the mean waiting time of packets and increase system throughput.","8","Markov processes","Computer networks - Electrical engineering - Throughput","Channel state - Gillbert-Elliott channels - Mean waiting time - Multiple access - Queue models","709 Electrical Engineering, General - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Identification of rapeseed varieties by infrared spectroscopy combined with spectral retrieval","20134917057741","Liu, Fei (1); Yang, Chun-Yan (1); Liu, Gang (2) ","(1) Department of Physics, Yuxi Normal University, Yuxi 653100, China (2) Department of Physics, Yunnan Normal University, Kunming 650092, China ","Liu, G.(gliu66@163.com) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","33","11","3036-3040","November 2013","","","","2013","Chinese","10000593","","","","10.3964/j.issn.1000-0593(2013)11-3036-05","","","","","","GYGFED","Journal article (JA)","The infrared spectra of 75 samples of 15 rapeseed varieties were obtained by means of Fourier transform infrared (FTIR) spectroscopy technique. The results show that the infrared spectra of the samples are very similar. By the spectral professional software Omnic8.0, two spectral databases were constructed. Lib01 includes the average spectra of 9 samples from Yunnan, while Lib02 is constructed from the average spectra of all 15 varieties. The correlation search and the squared differential difference retrieval of the spectra of Yunnan samples were performed with the spectral database Lib01 in full spectrum range, respectively. The obtained matching values reflect that the samples have the closest correlation with each other only within the same species, with the correct rate of 77.8% for the correlation search, and that of 82.2% for the latter. The squared differential difference retrieval for the 15 sample spectra was carried out with Lib02 in full spectral range and in the specified range of 1700-950 cm-1, yielding correct rate of 82.7% and 90.6% respectively. These results show that FTIR combined with the spectral retrieval method can identify the different varieties of rapeseed, and the squared differential difference retrieval in the specified spectral range is a more effective and simple way for distinguishing different varieties of rapeseed.","9","Fourier transform infrared spectroscopy","Identification (control systems) - Infrared spectroscopy - Oilseeds","Full spectrum - Infrared spectrum - Professional software - Rapeseed - Retrieval methods - Spectral database - Spectral range - Spectrum retrieval","731.1 Control Systems - 801 Chemistry - 821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"‘Green’ prepare SnO2 nanofibers by shaddock peels: application for detection of volatile organic compound gases","20190206351070","Zhao, Rongjun (1, 2); Wang, Zhezhe (1, 2); Zou, Tong (1); Wang, Zidong (1); Xing, Xinixn (2); Yang, Yue (2); Wang, Yude (1, 3) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Department of Physics, Yunnan University, Kunming; 650091, China (3) Key Lab of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China ","Wang, Yude(ydwang@ynu.edu.cn) ","Journal of Materials Science: Materials in Electronics","J Mater Sci Mater Electron","","Springer New York LLC","30","3","3032-3044","February 15, 2019","","","","2019","English","09574522","1573482X","","","10.1007/s10854-018-00582-5","","","","","","","Journal article (JA)","One-dimensional fiber-like SnO2 nanomaterials (SnO2 nanofibers) were prepared by ‘green’ preparation approach that using shaddock peels as bio-templates via a facile hydrothermal method for the first time. The microstructure, morphology, chemical states and specific surface areas were characterized by X-ray diffraction (XRD), field emission scanning electron microscopy (FESEM), transmission electron microscopy (TEM), X-ray photoelectron spectroscopy (XPS) and N2 adsorption–desorption, respectively. Results indicating the as-synthesized SnO2 are fiber-like structures and composed of numerous nanoparticles, and with large specific surface areas (36.50 m2 g−1). The XPS spectra confirms that the existence of adsorbed oxygen (Oads) on the surface of product, which may lead to the response of gas sensor. The gas-sensing properties of the sensor based on SnO2 nanofibers for volatile organic compounds (VOCs) were investigated, such as methanol, ethanol, isopropanol, acetone, formaldehyde and n-butanol. The sensor showed high gas response, low detection limit and fast response towards various VOCs gases at the optimal operating temperature of 260 °C. These results demonstrated the potential of using as-synthesized SnO2 nanofibers for VOCs gases detection. In addition, the possible formation mechanism and the gas-sensing mechanism were also discussed. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","42","Gases","Acetone - Chemical detection - Chemical sensors - Field emission microscopes - Gas detectors - High resolution transmission electron microscopy - Nanofibers - Scanning electron microscopy - Specific surface area - Synthesis (chemical) - Transmission electron microscopy - Volatile organic compounds - X ray photoelectron spectroscopy","Field emission scanning electron microscopy - Formation mechanism - Gas sensing mechanism - Gas sensing properties - Hydrothermal methods - Large specific surface areas - Low detection limit - Operating temperature",,,"Number: 41876055, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61761047, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the Department of Science and Technology of Yunnan Province via the Key Project for the Science and Technology (Grant No. 2017FA025), National Natural Science Foundation of China (Nos. 61761047 and 41876055) and Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A study on different dosage of the cement, lime and gypsum curing recycled concrete debris","20173104006319","Li, Qin (1); Zhang, Chun-Hong (2) ","(1) Faculty of Chemical Engineering, Yunnan Open University, Kunming; 650500, China (2) Institute of Ecology and Environment, Yunnan University, Kunming; 650091, China ","Zhang, Chun-Hong(shelly20@163.com) ","Chemical Engineering Transactions","Chem. Eng. Trans.","","Italian Association of Chemical Engineering - AIDIC","59","","433-438","2017","","","","2017","English","","22839216","","9788895608495","10.3303/CET1759073","","","","","","","Journal article (JA)","The process of research on the compressive strength, the porosity and mechanism of solidifying concrete debris relationship with the dosage of the cement, lime and gypsum is explained based on the filling and cementating theory. According to the research, the dosage of cement curing agent used for cementing and filling the pores among the grains of concrete debris is consistent with that of compressive strength and porosity from different methods of curing concrete debris. However, the dosage of lime and gypsum curing agent are not the case. That is to say, the dosage of cement used for filling and cementing pores in experiment is equal to that from the theory. But the dosage of lime or gypsum from the experiment is less than that of fully filling the pores among concrete debris from theoretical calculation. It is demonstrated that the process of cement solidifying concrete debris complies with the theoretical model of stabilized soil, while the cement-lime or cement-gypsum composite solidifying agent does not. A hypothesis is made that the mechanism of cement solidifing debris is achieved through filling and cementing. Based on microstructure analysis, a conclusion would be made that the mechanism of the curing agent made by cement - lime or cement - gypsum composite is that their interactions produced a large amount of acicular ettringite and gelling materials, and the interaction of these sediment particles is able to improve the microstructure of solidified objects. For this reason, macroscopic compr essive strength of curing concrete debris was improved. Copyright © 2017, AIDIC Servizi S.r.l.","8","Soil cement","Cementing (shafts) - Compressive strength - Concretes - Curing - Debris - Filling - Gypsum - Lime - Microstructure - Porosity","Curing agents - Gypsum composites - Microstructure analysis - Recycled concretes - Sediment particles - Stabilized soils - Theoretical calculations - Theoretical modeling","412 Concrete - 482.2 Minerals - 691.2 Materials Handling Methods - 802.2 Chemical Reactions - 804.2 Inorganic Compounds - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Gas response enhancement of VOCs sensor based on Sn doped nanoporous anatase TiO2 nanoparticles at a relative low operating temperature","20193607407863","Zhang, Xu (1); Peng, Sijia (1); Hong, Ping (1); Zhao, Rongjun (1); Yang, Yue (2); Xing, Xinxin (2); Wang, Yude (1, 3) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Department of Physics, Yunnan University, Kunming; 650091, China (3) Key Lab of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China ","","Materials Research Express","Mater. Res. Express","","Institute of Physics Publishing","6","10","","August 7, 2019","","","","2019","English","","20531591","","","10.1088/2053-1591/ab3516","105008","","","","","","Journal article (JA)","In this paper, Sn-doped nanoporous anatase TiO2 nanoparticles were prepared via a hydrothermal method without surfactant or template modification. Various techniques were used to analyze the structure, morphology and specific surface area of the as-synthesized samples. The sensor responses for volatile organic compounds (acetone, ethanol, n-butanol and xylene) at the various concentrations under the different operating temperatures were studied. Under the operating temperature of 240 °C, the sensor has good response, linear correlation, repeatability and long-term stability. In particular, the 2.5% Sn/TiO2 nanoparticles show a high gas response with the highest response to 100 ppm VOCs (21.19). These values demonstrate the potential application of 2.5% Sn/TiO2 nanoparticles for VOCs detection. In addition, the mechanism related to advanced performance was studied and proposed. © 2019 IOP Publishing Ltd.","26","TiO2 nanoparticles","Acetone - Chemical sensors - Morphology - Nanoparticles - Surface active agents - Temperature - Tin - Titanium dioxide - Volatile organic compounds","Gas response - Hydrothermal methods - Linear correlation - Long term stability - Low operating temperature - Operating temperature - Sn-doped - Surfactant-free","546.2 Tin and Alloys - 641.1 Thermodynamics - 761 Nanotechnology - 801 Chemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 933 Solid State Physics - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis and Crystal Structure of 1-(2- Pyridyl) methyl-[3, 4] naphthyl-2, 6-pyrimidine","20183505761231","Tai, Xishi (1) ","(1) College of Chemistry and Chemical Engineering, Weifang University, Weifang; 261061, China ","Tai, Xishi(taixs@wfu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","2","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 1. Chemical Composed Materials and Biomaterials","","2 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/2/022055","022055","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","A new N-containing heterocyclic compound, 1-(2-pyridyl) methyl-[3, 4] naphthyl-2, 6-pyrimidine, has been synthesized by the reaction of 2-acetylpyridine and 1, 8-naphthalenediamine in the presence of Zn (CH3COO)2•2H2O. Its structure has been determined by X-ray single crystal diffraction analysis and the result shows that the compound belongs to monoclinic, space group C2/c with a = 19.206 (4) Å, b = 19.364 (4) Å, c = 11.574(2) Å, β = 125.30(3)°, V = 3512.9 (12) Å3, Z = 8, Dc = 1.230 mg•m-3, μ = 0.075 mm-1, F(000) = 1368, and final R1 = 0.0484, ωR2 = 0.1108. The title compound forms 1D chain structure by π-π stacking interaction of pyridine rings. © Published under licence by IOP Publishing Ltd.","15","Crystal structure","Biomaterials - Bridge decks - Composite materials - Manufacture - Naphthalene - Single crystals - Synthesis (chemical)","2-acetylpyridine - Heterocyclic compound - Pi-stacking - Pyridine rings - Space Groups - Synthesis and crystal structure - Title compounds - X-ray single-crystal diffraction","401.1 Bridges - 462.5 Biomaterials (including synthetics) - 537.1 Heat Treatment Processes - 802.2 Chemical Reactions - 804.1 Organic Compounds - 933.1 Crystalline Solids - 933.1.1 Crystal Lattice - 951 Materials Science",,"Number: -, Acronym: WUST, Sponsor: Weifang University of Science and Technology; ","This work was financially supported by the Science Foundation of Weifang.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis on the dynamic limited polling protocol based on parameter of queue length","20073110725998","Zhang, Yu-Mei (1); Yang, Da-Cheng (1); Zhao, Dong-Feng (2); Zhang, Xin (1) ","(1) School of Telecommunication Engineering, Beijing University of Posts and Telecommunications, Beijing 100876, China (2) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Zhang, Y.-M.(god_zym@tom.com) ","Beijing Youdian Daxue Xuebao/Journal of Beijing University of Posts and Telecommunications","Beijing Youdian Daxue Xuebao","","Beijing University of Posts an Telecommunications, 10 Xitucheng Road Haidian District, Beijing, 100088, China","30","3","54-57","June 2007","","","","2007","Chinese","10075321","","","","","","","","","","BYXBEV","Journal article (JA)","Dynamic limited polling protocol based on length of queue (DPBQ) is proposed. This protocol adaptively controls the polling process according to the queue length of each stations and serves the one with the longest queue firstly in each polling cycle. By means of imbedded Markov chain theory and vacation queue model, the theoretical model and performance analysis of that protocol are given. By comparing the polling system of DPBQ and basic polling system with limited service, it is shown that DPBQ system can decrease the mean waiting time of packet, so it can guarantee the delay performance better.","7","Network protocols","Broadband networks - Markov processes - Telecommunication networks - Wireless networks","Delay performance - Dynamic limited polling protocol based queue length - Limited polling - Markov chain theory - Mean waiting time - Polling cycle - Polling system - Queue length parameter - Vacation queue model","716.3 Radio Systems and Equipment - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis, Crystal Structure of 3-Nitro-2-pyridinecarboxaldehyde-furan-2-carbohydrazone","20183505761352","Wang, Lihua (1); Lin, Dandan (1) ","(1) College of Information and Control Engineering, Weifang University, Weifang; 261061, China ","Wang, Lihua(taixs@wfu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","2","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 1. Chemical Composed Materials and Biomaterials","","2 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/2/022021","022021","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","A new hydrazone compound, 3-nitro-2-pyridinecarboxaldehyde-furan-2-carbohydrazone (1) was synthesized by the reaction of furan-2-carbohydrazide and 3-nitro-2-pyridinecarboxaldehyde in ethanol solution. The structure of 1 has been characterized by single crystal X-ray diffraction analysis. The results show that the 1 belongs to monoclinic, space group P21/c with a = 17.3723(6) Å, b = 9.1481(3) Å, c = 15.5841(5) Å, β = 104.538(4)°, V = 2397.38(14) Å3, Z = 4, Dc = 1.608 mg•m-3, μ = 0.167 mm-1, F(000) = 1161, and final R 1 = 0.0702, ωR 2 = 0.1852, S = 1.090. The 3-nitro-2-pyridinecarboxaldehyde-furan-2-carbohydrazone (1) molecules form a 1D chain structure by N-H•••O hydrogen bond. And the 1D chains form 3D supramolecular network structure by the interaction of N-H•••O hydrogen bonds. © Published under licence by IOP Publishing Ltd.","10","Crystal structure","Biomaterials - Bridge decks - Chains - Complexation - Composite materials - Hydrogen bonds - Manufacture - Single crystals - X ray powder diffraction","1-D chains - Carbohydrazide - Ethanol solutions - Hydrazones - Single crystal X-ray diffraction analysis - Space Groups - Supramolecular networks","401.1 Bridges - 462.5 Biomaterials (including synthetics) - 537.1 Heat Treatment Processes - 602.1 Mechanical Drives - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 933.1 Crystalline Solids - 933.1.1 Crystal Lattice - 951 Materials Science",,"Number: -, Acronym: -, Sponsor: Weifang University of Science and Technology; ","This work was financially supported by the Science Foundation of Weifang.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Monte Carlo simulation for the sputtering yield of Si3N 4 thin film milled by focused ion beams","20084911757505","Tan, Yong-Wen (1); Song, Yu-Min (1); Zhou, Peng (1); Wang, Cheng-Yu (1); Yang, Hai (1) ","(1) Department of Physics, Yunnan Normal University, Kunming 650092, China ","Tan, Y.-W.(tanyw1109@126.com) ","Optoelectronics Letters","Optoelectron. Lett.","","Springer Verlag","4","4","273-275","July 2008","","","","2008","English","16731905","","","","10.1007/s11801-008-7144-1","","","","","","","Journal article (JA)","The sputtering yield of the Si3N4 thin film is calculated by Monte Carlo method with different parameters. The dependences of the sputtering yield on the incident ion energy, the incident angle and the number of Gallium (Ga) and Arsenic (As) ions are predicted. The abnormal sputtering yield for As at 90 keV occurs when the incident angle reaches the range between 82° and 84°. © 2008 Tianjin University of Technology and Springer-Verlag GmbH.","14","Nitrogen compounds","Intelligent systems - Ion beams - Ions - Monte Carlo methods - Silicon compounds - Sputtering - Thin films","Incident angles - Ion energies - Sputtering yields","723.4 Artificial Intelligence - 922.2 Mathematical Statistics - 932.1 High Energy Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental Investigation of Creep Properties Parameters of 10mowvnb Steel","20183505756699","Wu, Hongliang (1) ","(1) School of Electromechanical and Architectural Engineering, Jianghan University, Wuhan; 430056, China ","Wu, Hongliang(hongliang0913@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032046","032046","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The creep properties parameters of 10MoWVNb steel have been investigated by high temperature creep experiments. It shows that the steady-state creep rate of 10MoWVNb steel under 175 MPa (400 °C, 450 °C, 500 °C), 200 MPa (400 °C, 450 °C, 500 °C) are 3.60 × 10-5 h-1, 2.17 × 10-4 h -1, 4.57 × 10-3 h -1, 5.59 × 10-5 h -1, 3.34 × 10-4 h -1, 7.02 × 10-3 h -1, respecticely. The stress index of 10MoWVNb steel during creep is 3.2474. And the apparent activation energy of 10MoWVNb steel is 198.73 kJ/mol. The results of this study can provide some technical references for the safety management of 10MoWVNb steel. © Published under licence by IOP Publishing Ltd.","8","Molybdenum alloys","Activation energy - Bridge decks - Composite materials - Creep - Manufacture - Niobium alloys - Tungsten alloys - Vanadium alloys","Apparent activation energy - Creep properties - Experimental investigations - High temperature creep - Safety management - Steady state creep rate - Stress indices","401.1 Bridges - 537.1 Heat Treatment Processes - 543 Chromium, Manganese, Molybdenum, Tantalum, Tungsten, Vanadium and Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 951 Materials Science",,"Number: 1006-06610001, Acronym: -, Sponsor: Doctoral Scientific Research Start-up Foundation from Henan University of Technology; ","This work was financially supported by "Jianghan University Doctoral Research Start-up Fund". (Fund No. 1006-06610001)","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis, Crystal Structure of a New Na (I) Complex with 4-Benzoylbenzoic Acid-p-Aminobenzene Sulfonic Acid","20183505761230","Wang, Lihua (1) ","(1) College of Information and Control Engineering, Weifang University, Weifang; 261061, China ","Wang, Lihua(taixs@wfu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","2","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 1. Chemical Composed Materials and Biomaterials","","2 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/2/022054","022054","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","A novel sodium complex, [NaL•(H2O)2]n, was synthesized by reflux reaction of p-amino benzene sulfonic acid, 4-benzoylbenzoic acid and NaOH in ethanol/water solution and structurally characterized by elemental analysis, IR spectrum and X-ray single crystal diffraction analysis. The crystal of the complex belongs to monoclinic, space group P21/c with a = 19.403(4) Å, b = 8.0083(16) Å, c = 10.532(2) Å, β = 103.22(3)°, V = 1593.15(60) Å3, Z = 4, Dc = 1.621 mg•m-3, μ = 1.590 mm-1, F (000) = 1576, and final R 1 = 0.1204, ωR 2 = 0.2951. The complex molecules form a 1D chain structure by the new ligand. The 1D chains generate a 2D layer structur through the intermolecular hydrogen bonds and the connection of sodium ions. And the 2D layers form 3D supramolecular architecture structure by the hydrogen-bond interaction. © Published under licence by IOP Publishing Ltd.","8","Crystal structure","Aniline - Biomaterials - Bridge decks - Chains - Complexation - Composite materials - D region - Hydrogen bonds - Manufacture - Metal ions - Single crystals - Sodium hydroxide","Complex molecules - Ethanol/water - Hydrogen bond interaction - Intermolecular hydrogen bonds - P-aminobenzene sulfonic acid - Sulfonic acid - Supramolecular architectures - X-ray single-crystal diffraction","401.1 Bridges - 443 Meteorology - 462.5 Biomaterials (including synthetics) - 531.1 Metallurgy - 537.1 Heat Treatment Processes - 602.1 Mechanical Drives - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds - 933.1 Crystalline Solids - 933.1.1 Crystal Lattice - 951 Materials Science",,"Number: -, Acronym: WUST, Sponsor: Weifang University of Science and Technology; ","This work was financially supported by the Science Foundation of Weifang.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A stylization method for edge map extraction","20100212631048","Hu, Guangqin (1); Tian, Yonghui (1); Xu, Dan (1) ","(1) Department of Computer Science and Engineering, Yunnan University, Kunming, 650091, China ","Xu, D.(danxu@vip.sina.com) ","Proceedings of the 2009 2nd International Congress on Image and Signal Processing, CISP'09","Proc. Int. Congr. Image Signal Process., CISP","Tianjin University of Technology","IEEE Computer Society","","","","2009","Proceedings of the 2009 2nd International Congress on Image and Signal Processing, CISP'09","","","2009","English","","","","9781424441310","10.1109/CISP.2009.5301374","5301374","2009 2nd International Congress on Image and Signal Processing, CISP'09","October 17, 2009 - October 19, 2009","Tianjin, China","78839","","Conference article (CA)","This paper presents a non-photorealistic rendering technique that automatically extracts stylized edge map from 2D images, aiming to facilitate effective visual communication. We introduce an anisotropic DoG (Difference-of-Gaussians) filter that can extract a set of coherent, smooth, and stylized lines from 2D images. These lines effectively capture and convey important shapes and details in the image. In contrast to conventional edge detector canny method, the edge map generated by proposed algorithm has more hand-painting characteristic. Experimental results demonstrate that this technique produces stylized lines at the same time preserves significant geometric features. ©2009 IEEE.","17","Image processing","Anisotropy - Computer graphics - Edge detection - Visual communication","2D images - Anisotropic dog - Difference of Gaussians - Edge detectors - Edge map - Geometric feature - Non-Photorealistic Rendering - Stylized","717.1 Optical Communication Systems - 723.5 Computer Applications - 931.2 Physical Properties of Gases, Liquids and Solids",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cell-based selection method for top-k","20070110339559","Lu, Junli (1); Wang, Lizhen (1); Fei, Li (1) ","(1) Department of Computer Science and Engineering, School of Information, Yunnan University, Kunming 650091, China ","Lu, J.(lj11982_3_6@126.com) ","Journal of Computational Information Systems","J. Comput. Inf. Syst.","","Binary Information Press, P.O. Box 162, Bethel, CT 06801-0162, United States","2","4","1203-1210","November 2006","","","","2006","English","15539105","","","","","","","","","","","Journal article (JA)","ETL (Extract-Transform-Load) is a course of transforming data from source to data warehouse. It is an important step in constructing data warehouse. Data cleaning is a significant stage of ETL, which has been at the center of research interest in recent years. This paper aims at the project-'Three Parallel Rivers of Yunnan Protected Area' representative plants spatial data warehouse and diversity analysis, and investigates data cleaning before constructing data warehouse, which assure the quality of data. An important terminal goal of effective data cleaning is to identify the relational tuple or tuple that are 'most related' to a given query tuple. Because a tuple has many attributes, by approximate matching to every attribute of a query tuple against every single attribute of a relational tuple separately, some scores of every relational tuple that express the degree of matching can be acquired. To use these scores to get quantitative distance relationship between a query tuple and relational tuple, and return the first k tuple of relation, is the present solved problem. That is top-k selection problem-identifying the first k tuple which is the closest ones of a relation to the given query tuple. This paper utilizes a Cell-Based Method for solving top-k selection problem, this method will save much time. The extensive experiments in synthesizing datasets compare the performance of our approach with that of SSP approach in literature [1] and highlight the benefits of the proposed algorithms.","15","Data warehouses","Data reduction - Mathematical transformations - Pattern matching","Cell-based - Data cleaning - Spatial coordinate system - Top-k","723.2 Data Processing and Image Processing - 723.3 Database Systems - 723.5 Computer Applications","Applications (APP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
